metric,no_targets_columns,value,n_samples,seed,split
rmse,0,81.09300454339503,64,0,0
rmse,0,88.95428477734886,64,0,1
rmse,0,97.52718540946768,64,0,2
rmse,0,93.52305957468127,63,0,3
rmse,0,80.84689441313196,63,0,4
rmse,0,94.93930000549254,64,1,0
rmse,0,100.308929109278,64,1,1
rmse,0,89.13592197065431,64,1,2
rmse,0,75.86454772654666,63,1,3
rmse,0,87.06357637598884,63,1,4
rmse,0,60.15964926552395,64,2,0
rmse,0,80.58255773515843,64,2,1
rmse,0,117.80120483926271,64,2,2
rmse,0,105.00689861049571,63,2,3
rmse,0,89.59210929609634,63,2,4
rmse,0,95.61256073420003,64,3,0
rmse,0,93.70808282734507,64,3,1
rmse,0,86.10795357752662,64,3,2
rmse,0,66.05735535599462,63,3,3
rmse,0,101.8197427551857,63,3,4
rmse,0,90.1913830981228,64,4,0
rmse,0,121.34134505102429,64,4,1
rmse,0,80.5180676660618,64,4,2
rmse,0,97.7249260149883,63,4,3
rmse,0,102.58850326105633,63,4,4
