metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.349594389940535,64,0,0
rmse,0,17.128909995082218,64,0,1
rmse,0,10.239933120266697,64,0,2
rmse,0,16.71859553280654,63,0,3
rmse,0,10.28057885918332,63,0,4
rmse,0,16.888752866425612,64,1,0
rmse,0,23.15008850138762,64,1,1
rmse,0,12.563084382013335,64,1,2
rmse,0,20.05998027844178,63,1,3
rmse,0,10.993462101799171,63,1,4
rmse,0,29.245157436916116,64,2,0
rmse,0,13.091771986921103,64,2,1
rmse,0,17.2530399648583,64,2,2
rmse,0,15.103660971754,63,2,3
rmse,0,20.729444131741708,63,2,4
rmse,0,15.696182306135372,64,3,0
rmse,0,19.160602957831063,64,3,1
rmse,0,14.082737795572994,64,3,2
rmse,0,9.747670349181984,63,3,3
rmse,0,13.524655739715929,63,3,4
rmse,0,16.81775685046648,64,4,0
rmse,0,25.20327686245732,64,4,1
rmse,0,12.23672673352751,64,4,2
rmse,0,14.63990395885366,63,4,3
rmse,0,18.689205329095508,63,4,4
