metric,no_targets_columns,value,n_samples,seed,split
rmse,0,2.9612407219037777,112,0,0
rmse,0,3.458699659979686,112,0,1
rmse,0,3.013105611570352,112,0,2
rmse,0,2.715349071174761,111,0,3
rmse,0,2.7283469501864714,111,0,4
rmse,0,3.0885230941742337,112,1,0
rmse,0,2.885354864937352,112,1,1
rmse,0,2.7685844622553,112,1,2
rmse,0,3.6035942287825278,111,1,3
rmse,0,3.106198309270624,111,1,4
rmse,0,3.10876524971899,112,2,0
rmse,0,2.5835006833391754,112,2,1
rmse,0,2.4028983826348833,112,2,2
rmse,0,2.889172566997294,111,2,3
rmse,0,3.832377114573846,111,2,4
rmse,0,3.101067324467014,112,3,0
rmse,0,3.333346700387388,112,3,1
rmse,0,3.2768444705315765,112,3,2
rmse,0,3.12214486836376,111,3,3
rmse,0,2.5900513182317866,111,3,4
rmse,0,2.787024696650363,112,4,0
rmse,0,3.2076667230953824,112,4,1
rmse,0,3.0405478761878553,112,4,2
rmse,0,3.1299143250146733,111,4,3
rmse,0,2.711651120409391,111,4,4
