metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.673159218732069,64,0,0
rmse,0,15.192057789969295,64,0,1
rmse,0,10.902646491913954,64,0,2
rmse,0,12.123496415315122,63,0,3
rmse,0,11.539464330818463,63,0,4
rmse,0,11.762342745198403,64,1,0
rmse,0,13.442959688428417,64,1,1
rmse,0,14.527798429786387,64,1,2
rmse,0,17.376174389715562,63,1,3
rmse,0,12.194999659286813,63,1,4
rmse,0,20.88739957659901,64,2,0
rmse,0,12.622474315251234,64,2,1
rmse,0,11.077229026038124,64,2,2
rmse,0,11.085954421432792,63,2,3
rmse,0,19.051045424977794,63,2,4
rmse,0,12.723347378643153,64,3,0
rmse,0,16.016676370459937,64,3,1
rmse,0,13.682981489935301,64,3,2
rmse,0,12.360850214196889,63,3,3
rmse,0,13.881181228561971,63,3,4
rmse,0,14.0489231563547,64,4,0
rmse,0,17.47739285198267,64,4,1
rmse,0,11.681473872912925,64,4,2
rmse,0,9.753139909164807,63,4,3
rmse,0,13.854377360168115,63,4,4
