metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.624452157253911,64,0,0
rmse,0,17.44910649380658,64,0,1
rmse,0,10.347698643860772,64,0,2
rmse,0,16.827567153138148,63,0,3
rmse,0,10.519248556440266,63,0,4
rmse,0,17.003444774182533,64,1,0
rmse,0,22.737967969953523,64,1,1
rmse,0,13.084430002155193,64,1,2
rmse,0,20.03438372676845,63,1,3
rmse,0,11.097726524456071,63,1,4
rmse,0,29.095371172772662,64,2,0
rmse,0,13.10911870365095,64,2,1
rmse,0,17.557922934861516,64,2,2
rmse,0,15.136826207064159,63,2,3
rmse,0,20.863127268853567,63,2,4
rmse,0,15.981250850950651,64,3,0
rmse,0,19.17636712515105,64,3,1
rmse,0,14.15344766663883,64,3,2
rmse,0,10.153037120388142,63,3,3
rmse,0,13.61677765915412,63,3,4
rmse,0,17.14720822665077,64,4,0
rmse,0,25.273956908642823,64,4,1
rmse,0,12.228535144264171,64,4,2
rmse,0,14.90005163525335,63,4,3
rmse,0,18.74143479857489,63,4,4
