metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.3561323515593394,52,0,0
rmse,0,0.3624340378329122,51,0,1
rmse,0,0.5492679453726952,51,0,2
rmse,0,0.6072985002943213,51,0,3
rmse,0,0.5175681071157792,51,0,4
rmse,0,0.44789041322809164,52,1,0
rmse,0,0.537012731846846,51,1,1
rmse,0,0.44278467530570687,51,1,2
rmse,0,0.3283830274467086,51,1,3
rmse,0,0.6423958446271667,51,1,4
rmse,0,0.6239047159419757,52,2,0
rmse,0,0.528344253425035,51,2,1
rmse,0,0.40151238730364225,51,2,2
rmse,0,0.4130765093446071,51,2,3
rmse,0,0.3807209697585456,51,2,4
rmse,0,0.3678574509172821,52,3,0
rmse,0,0.32056448089100015,51,3,1
rmse,0,0.5519516218693046,51,3,2
rmse,0,0.4519326173149669,51,3,3
rmse,0,0.6375715848933634,51,3,4
rmse,0,0.5448145440947095,52,4,0
rmse,0,0.47111358392621805,51,4,1
rmse,0,0.6109932477743164,51,4,2
rmse,0,0.32676604336731874,51,4,3
rmse,0,0.5638883144727501,51,4,4
