paper,target,model,fp kernel,count kernel,mixing method,rmse_avg,rmse_stdev,rmse_seed_fold_scores,r2_avg,r2_stdev,r2_seed_fold_scores,mae_avg,mae_stdev,mae_seed_fold_scores,cvpp_ama_avg,cvpp_ama_stdev,cvpp_ama_seed_fold_scores,nll_avg,nll_stdev,nll_seed_fold_scores,ece_avg,ece_stdev,ece_seed_fold_scores,Cv_avg,Cv_stdev,Cv_seed_fold_scores,RUSC_avg,RUSC_stdev,RUSC_seed_fold_scores,Running time (GPU),Running time (CPU)
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoMatern52,Matern52,product,2.4359581796809118,0.172848459308872,"[2.305847734778429, 2.6334626552856735, 2.2245899369321718, 2.4383262609787635, 2.330221657542075, 2.5558346401545164, 2.3537546719325144, 2.3738837650730025, 2.340872597867845, 2.492007378022561, 2.4705266595496065, 2.221081486380926, 2.935467803115374, 2.3980308160228083, 2.4654646315774196]",0.3725089836825646,0.05621624208050891,"[0.39465060044032296, 0.33971799621025744, 0.4571545100586619, 0.40102715228088426, 0.4300698284332568, 0.31755899140647625, 0.42480220248255807, 0.3413946397612291, 0.44851824230275017, 0.35355002370268096, 0.3803925550602716, 0.2578152405249766, 0.2866570025209757, 0.35416977621208134, 0.40015599384108624]",1.8244403215413145,0.12170830895559853,"[1.7051326262740851, 1.9909075490443746, 1.7209576811775211, 1.8383041361153887, 1.7200095563907394, 1.866516613069336, 1.7338493177429812, 1.8368680685865282, 1.7843071897098137, 1.827759510698174, 1.9556522462627848, 1.7146513480505914, 2.1493288891475504, 1.7172391570188077, 1.8051209338310439]",0.027644430144430143,0.006088753774141446,"[0.025892857142857127, 0.02619047619047621, 0.032440476190476186, 0.021831831831831825, 0.03348348348348348, 0.028511904761904773, 0.041726190476190465, 0.02797619047619049, 0.015765765765765754, 0.02879879879879878, 0.021428571428571446, 0.0251190476190476, 0.029404761904761934, 0.033963963963963936, 0.022132132132132123]",2.2361886459631815,0.06725502210942974,"[2.1693107981149624, 2.280787887227361, 2.1774174268350897, 2.1988372817781916, 2.187033224107285, 2.2359112327411075, 2.225533861581938, 2.298917954843154, 2.174871620240006, 2.281053383685807, 2.2901845281817477, 2.134907078893062, 2.4102490724226096, 2.2187220116177064, 2.2590923271776964]",0.034926855426855426,0.014045748824505724,"[0.02517857142857143, 0.02660714285714284, 0.016249999999999994, 0.04639639639639641, 0.02675675675675675, 0.06250000000000001, 0.02607142857142857, 0.04017857142857144, 0.016666666666666656, 0.04009009009009009, 0.0282142857142857, 0.03571428571428571, 0.06607142857142857, 0.03252252252252252, 0.034684684684684684]",0.2349430670340856,0.016519323996623987,"[0.22069373726844788, 0.20949935913085938, 0.23578818142414093, 0.21972770988941193, 0.2525293529033661, 0.21763190627098083, 0.2527102828025818, 0.25219160318374634, 0.24959193170070648, 0.22042931616306305, 0.23709812760353088, 0.2369404435157776, 0.21828846633434296, 0.26772403717041016, 0.2333015501499176]",0.372907159144029,0.05157108681270524,"[0.3309871185977381, 0.38713397341715927, 0.333400957993034, 0.4863373113373113, 0.3818620568620568, 0.4202685618614822, 0.4054626604346462, 0.24736905046639562, 0.38342400842400837, 0.37402597402597404, 0.316261310224929, 0.3944596184696922, 0.3886459151945878, 0.38481653569908597, 0.35915233415233416]",40.051,387.686
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoMatern52,Matern52,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoMatern52,RBF,sum,2.197731935017989,0.14154925011158093,"[2.115520032762162, 2.3132319382091246, 1.977441571567283, 2.2583380535722877, 2.2559347364363713, 2.305540426338434, 2.029292522249434, 2.132863930315148, 2.0268460457566264, 2.312341684630747, 2.1847578427211296, 2.009882496985534, 2.501014411185909, 2.271369297494249, 2.27160403504539]",0.4880512607030142,0.05354895255036602,"[0.4904589832919942, 0.4905360104642651, 0.5710727704308848, 0.48619135323172014, 0.4658290782785862, 0.4446777231472996, 0.5724527332426688, 0.46834162453728756, 0.5865555947125584, 0.4434037283970155, 0.5154438031670967, 0.3922508163986046, 0.4821831861408683, 0.4205921857386249, 0.49077931936573804]",1.6661602306051482,0.10381077093982471,"[1.6093617601137216, 1.7757278585030691, 1.5646840183738706, 1.6378943032982898, 1.7490499538328164, 1.7665418300411857, 1.5676404297686506, 1.6957218370582514, 1.4396991484020623, 1.6988897839540051, 1.7566641936925833, 1.5101533453695677, 1.8023598253721271, 1.690455859454777, 1.7275593118422543]",0.025019305019305025,0.009061843971441918,"[0.014702380952380963, 0.018035714285714315, 0.0118452380952381, 0.020090090090090076, 0.03078078078078081, 0.02958333333333334, 0.02226190476190477, 0.018452380952380974, 0.05030030030030028, 0.01774774774774777, 0.029821428571428596, 0.02648809523809522, 0.03166666666666668, 0.028558558558558548, 0.024954954954954957]",2.1838418372294415,0.07520808602216096,"[2.134596785982379, 2.2235313847507383, 2.107905459624066, 2.2250762268035995, 2.2077003324929234, 2.234625054932778, 2.098289055005721, 2.162407629826687, 2.0922392031434853, 2.2071441023120366, 2.1795788542394052, 2.0697031186016965, 2.379000726019006, 2.2123809488641175, 2.2234486758429823]",0.031051158301158295,0.012423672180518201,"[0.007499999999999997, 0.03535714285714287, 0.019642857142857136, 0.024234234234234223, 0.0372072072072072, 0.05267857142857142, 0.024107142857142855, 0.05178571428571428, 0.034864864864864856, 0.01630630630630628, 0.03642857142857143, 0.04285714285714286, 0.02946428571428571, 0.035045045045045034, 0.018288288288288282]",0.09840260545412699,0.023334590043987732,"[0.10207358002662659, 0.09226731956005096, 0.13312923908233643, 0.07566406577825546, 0.0865563154220581, 0.0781959742307663, 0.12056413292884827, 0.06912454217672348, 0.10300402343273163, 0.11405875533819199, 0.06609880924224854, 0.11152268946170807, 0.14918258786201477, 0.09702733904123306, 0.07756970822811127]",0.17559528757712115,0.11652661066619753,"[0.19479277001400896, 0.3133136296853111, -0.01676379703209872, 0.12471919971919969, 0.1272200772200772, 0.2694673181398845, 0.3535353535385781, 0.12075033313971369, -0.04046156546156546, 0.31344331344331344, 0.2203852042945972, 0.04130941271196403, 0.2519817541941436, 0.119572919386299, 0.24066339066339063]",63.772,291.233
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoMatern52,RBF,product,2.432780063390306,0.15884827865334125,"[2.3099911385466676, 2.6263987757938603, 2.2275652173124882, 2.4216615820929737, 2.334774815074577, 2.537861857537295, 2.372792106864285, 2.3516065852305412, 2.343976165881037, 2.4927191477900235, 2.4361449161065716, 2.293397604766007, 2.9020254886211587, 2.393570421201189, 2.447215128035924]",0.3733054785542915,0.06146205528210769,"[0.3924731275239094, 0.3432554658163759, 0.4557014803749968, 0.4091865036554748, 0.4278404121120156, 0.3271231770677071, 0.41546004429503114, 0.3536977085407055, 0.44705494545114677, 0.3531806915218456, 0.39751841638378604, 0.20869892272195967, 0.3028179374256005, 0.3565700612462184, 0.4090032841775997]",1.81395237468183,0.10458334786394835,"[1.7073421142286331, 1.9611553967376818, 1.7290970200519584, 1.8130118623251712, 1.7275219471590344, 1.8507780358050623, 1.7448191835740838, 1.820433020004179, 1.7786134236858857, 1.825089265356256, 1.9284713682897734, 1.751065009716775, 2.089727677863432, 1.690748355971972, 1.7914119394575507]",0.024869440869440873,0.007332281181888242,"[0.01249999999999999, 0.02214285714285716, 0.022738095238095224, 0.02369369369369369, 0.028138138138138126, 0.031428571428571445, 0.03339285714285713, 0.028035714285714303, 0.011021021021021028, 0.021951951951951935, 0.02386904761904764, 0.021249999999999995, 0.037023809523809556, 0.03576576576576575, 0.020090090090090093]",2.2274212774514615,0.06254437977894589,"[2.159965757347447, 2.270331162573606, 2.1595988783051085, 2.1944579758590246, 2.171467483585935, 2.2314414116970913, 2.2151816183330606, 2.271960295641915, 2.1697492796763074, 2.292524786287731, 2.2695164559616186, 2.152202449579497, 2.3885256240041346, 2.219472811471811, 2.244923171447632]",0.03317631917631918,0.01431871721416936,"[0.01875, 0.028392857142857136, 0.01464285714285713, 0.0436936936936937, 0.028378378378378366, 0.05892857142857144, 0.021964285714285724, 0.03303571428571428, 0.015765765765765768, 0.043693693693693705, 0.021249999999999998, 0.04017857142857143, 0.06428571428571427, 0.0309009009009009, 0.033783783783783786]",0.24863318999608358,0.015556696676397247,"[0.23493166267871857, 0.22569577395915985, 0.250804603099823, 0.23384299874305725, 0.25840839743614197, 0.2286132127046585, 0.26777011156082153, 0.25905880331993103, 0.2676973044872284, 0.23864421248435974, 0.2506498098373413, 0.25570952892303467, 0.2373284101486206, 0.2802979350090027, 0.24004508554935455]",0.3736688994809959,0.043213263674691,"[0.3571599412307377, 0.39021765127959823, 0.35810033079217457, 0.4762811512811512, 0.37197262197262193, 0.41958519834626035, 0.41853204348300677, 0.27656575665425226, 0.3865312094849804, 0.36439101439101435, 0.33525885651761056, 0.3686583196490786, 0.36714559059691804, 0.3371855790873073, 0.3774482274482274]",44.261,363.411
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoMatern52,RBF,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,Matern32,sum,2.198758359857246,0.1250118515823844,"[2.142295353777005, 2.3200621252621034, 1.9930127252727745, 2.2711116481813183, 2.234066034148163, 2.272187021748167, 2.044893345727703, 2.147266752951367, 2.0397918782664237, 2.3212615228011937, 2.1775391267076203, 2.05239209224792, 2.4581716612888767, 2.2696539020871973, 2.2376702073908588]",0.4870532492278594,0.055002194516893414,"[0.4774792317786991, 0.48752302112786705, 0.564291090477592, 0.4803625140426091, 0.47613523180920714, 0.4606287892800578, 0.5658536564044219, 0.4611370058158778, 0.581257239318937, 0.4391013154450798, 0.5186405829667284, 0.36627080758950004, 0.4997717954447153, 0.42146702206771636, 0.5058794348488829]",1.6804910587295459,0.09038165287590201,"[1.634485208201174, 1.7970360552178737, 1.5685712511213354, 1.6497635390372332, 1.7526895634784934, 1.745735968088431, 1.5874868442250565, 1.692180367484713, 1.4755738334955724, 1.7494295892162581, 1.7352361121355, 1.5886935096810366, 1.80106204427187, 1.7202078675532624, 1.70921412773538]",0.023220970970970974,0.0072308269537143316,"[0.018809523809523818, 0.01964285714285716, 0.020297619047619044, 0.01828828828828827, 0.029459459459459488, 0.022559523809523814, 0.031190476190476185, 0.01791666666666667, 0.041891891891891866, 0.020570570570570594, 0.015297619047619058, 0.014583333333333335, 0.030119047619047653, 0.028678678678678668, 0.019009009009009002]",2.1891700348338228,0.06395713253437485,"[2.1536327313707146, 2.2260142688722726, 2.1066999119828047, 2.235770492367564, 2.2006618271974667, 2.219412559273033, 2.1123612532221063, 2.1722202224892238, 2.1125546753505366, 2.236231533712941, 2.1755387805615634, 2.1047587463702446, 2.3491066967061505, 2.2227733198283954, 2.209813503202325]",0.03179933504933505,0.010785881367473103,"[0.019821428571428566, 0.029107142857142866, 0.016785714285714275, 0.026036036036036037, 0.04891891891891891, 0.03660714285714286, 0.033035714285714286, 0.05089285714285714, 0.037027027027027024, 0.021171171171171167, 0.0375, 0.04767857142857142, 0.022678571428571426, 0.029819819819819814, 0.019909909909909897]",0.08319031844536463,0.016264855889803337,"[0.08702974766492844, 0.08480950444936752, 0.10129903256893158, 0.0681580901145935, 0.06558709591627121, 0.07178576290607452, 0.1027265340089798, 0.0580655112862587, 0.09684038907289505, 0.08815263211727142, 0.061556026339530945, 0.08830815553665161, 0.11664358526468277, 0.08456004410982132, 0.07233266532421112]",0.16246775286957332,0.11077774641170447,"[0.1361943485837291, 0.34092151570027673, 0.00034595351836942586, 0.09586697086697087, 0.1709196209196209, 0.2597635562237332, 0.3078053259899516, 0.11100386100386102, -0.07968585468585468, 0.2531941031941032, 0.23630384180282588, 0.10783926401616832, 0.19574947893531966, 0.07689118307140094, 0.2239031239031239]",56.632,302.52
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,Matern32,product,2.4483725811746146,0.1846514657555057,"[2.3091191046087607, 2.655962965352598, 2.23858957901733, 2.4661098327783426, 2.3320810728587453, 2.5766575846813544, 2.3646932292516665, 2.4023636336991987, 2.3515660202536544, 2.5109525831558295, 2.506555478591983, 2.1653247460667737, 2.9623994025455813, 2.394545044545447, 2.4886684402119537]",0.36678195398581404,0.05323820172890905,"[0.3929317301947185, 0.3283868941858943, 0.45030061287622536, 0.38729936122277353, 0.4291599066677144, 0.3063937002030678, 0.41944356922230885, 0.3254970547450947, 0.44346824766030657, 0.3436835351678227, 0.36218874174688653, 0.294610280032207, 0.27350775513968717, 0.3560459659398636, 0.38881195478263897]",1.8401802572825263,0.1343905493584124,"[1.696758232531976, 2.0206844245062254, 1.7307740900479456, 1.8640512119952843, 1.7175368007565346, 1.8884348559513289, 1.745270254771648, 1.8657437360443814, 1.79796889992314, 1.8441034565825352, 1.9840152144010708, 1.6884625189351326, 2.1903521345290966, 1.7406019849274352, 1.8279460433341628]",0.03192077792077792,0.008376036796488266,"[0.04077380952380952, 0.029464285714285707, 0.03970238095238094, 0.02579579579579578, 0.04027027027027027, 0.027797619047619043, 0.04976190476190474, 0.028571428571428584, 0.01972972972972972, 0.03336336336336336, 0.016607142857142893, 0.035357142857142844, 0.030535714285714305, 0.035585585585585576, 0.025495495495495495]",2.250109179625719,0.07130879338329399,"[2.1861363967069996, 2.2996991947020646, 2.1947658631951072, 2.2151834434612008, 2.204437780673891, 2.2486234919800907, 2.239816196749802, 2.3202328284509153, 2.18649265341433, 2.286033063578984, 2.3106279199541007, 2.129349069545318, 2.432443094296962, 2.221542090494817, 2.276254607181203]",0.035602531102531094,0.013083403559726288,"[0.030535714285714284, 0.02749999999999997, 0.02053571428571429, 0.04009009009009009, 0.02675675675675675, 0.06517857142857143, 0.026071428571428586, 0.047321428571428556, 0.01756756756756756, 0.04009009009009008, 0.03142857142857141, 0.032499999999999994, 0.06071428571428571, 0.029459459459459457, 0.0382882882882883]",0.221994216243426,0.01744546635255189,"[0.20608004927635193, 0.1952086091041565, 0.221305251121521, 0.206661656498909, 0.24591463804244995, 0.20663148164749146, 0.23939067125320435, 0.2429545521736145, 0.23474517464637756, 0.20435865223407745, 0.22325360774993896, 0.2187320441007614, 0.2055656462907791, 0.2543233036994934, 0.2247879058122635]",0.37047824590863115,0.06052359063972305,"[0.31381761027778726, 0.37804523866470774, 0.31008539926737105, 0.4895401895401895, 0.363048438048438, 0.4225578296374757, 0.3931022700614581, 0.23183107253903715, 0.38301158301158295, 0.3997981747981748, 0.30413158192654416, 0.38171486169420615, 0.3874756551747702, 0.4432924782664191, 0.3557213057213057]",40.007,314.926
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,Matern32,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,Matern52,sum,2.1991038561397906,0.12375841107229736,"[2.1746334684422672, 2.3030812535582537, 1.989004581442184, 2.2671266585921432, 2.2450279904499264, 2.2728084981609813, 2.04164734149644, 2.151531074998871, 2.040368606077425, 2.303691830810827, 2.182558800589026, 2.05337777830918, 2.468480694120501, 2.257639223607924, 2.2355800414409077]",0.4868637464095293,0.05486337254773551,"[0.46158518636528956, 0.49499735469399886, 0.5660418348465397, 0.4821844704929924, 0.47098169448569427, 0.46033369708566974, 0.5672308650273106, 0.4589945919182493, 0.5810204163968746, 0.4475600964473415, 0.5164187608564463, 0.36566194923956774, 0.49556730276894845, 0.42757587420983423, 0.5068021013081809]",1.675775049458958,0.0881781975269831,"[1.6572882668894198, 1.7714963293873924, 1.577362223303081, 1.64355361265003, 1.7611751474501116, 1.7413278905119847, 1.5744704160147052, 1.6897079278558391, 1.470238998056733, 1.7349598274352085, 1.744835799605255, 1.5742642347231073, 1.7838321741137564, 1.7025797406143792, 1.709533153273369]",0.023894751894751896,0.006797572714066351,"[0.01726190476190477, 0.019345238095238113, 0.01916666666666667, 0.021951951951951945, 0.030660660660660692, 0.02458333333333334, 0.03125, 0.01803571428571429, 0.038888888888888876, 0.020570570570570598, 0.019880952380952402, 0.013928571428571422, 0.0317857142857143, 0.030480480480480483, 0.020630630630630628]",2.189483188381003,0.06506947457694824,"[2.169065302634906, 2.2179463344712884, 2.1032959344482642, 2.2329211873920274, 2.207145397208529, 2.2201343965451636, 2.1092330591961215, 2.174200669214722, 2.112165003268224, 2.228057321747717, 2.178389710082509, 2.105439326748491, 2.360933543280719, 2.2141036592573373, 2.2092169802190225]",0.031097597597597598,0.0108211647999581,"[0.014464285714285713, 0.024642857142857157, 0.01732142857142856, 0.02567567567567568, 0.046216216216216216, 0.04196428571428573, 0.030535714285714288, 0.049107142857142856, 0.037027027027027024, 0.0199099099099099, 0.03839285714285714, 0.04410714285714285, 0.021964285714285714, 0.03288288288288286, 0.02225225225225225]",0.08360240757465362,0.018677436623365243,"[0.09161436557769775, 0.08268437534570694, 0.10376258194446564, 0.0679999515414238, 0.06448633223772049, 0.06961755454540253, 0.10178087651729584, 0.05827457085251808, 0.09767386317253113, 0.08578169345855713, 0.06096072122454643, 0.09219035506248474, 0.12843361496925354, 0.0772181898355484, 0.07155706733465195]",0.1604724212645427,0.11093437824510431,"[0.16225612464550518, 0.3318071548160044, 0.011736793438014596, 0.08353808353808354, 0.15941558441558443, 0.2441145317251512, 0.32274969569132866, 0.09915604605870093, -0.09862232362232362, 0.25466830466830465, 0.23090902490277332, 0.0924379259020924, 0.17671780503638912, 0.1226441791951424, 0.21355738855738854]",52.152,326.15
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,Matern52,product,2.442185739328054,0.17403151408468537,"[2.3132906315992336, 2.6380992678078075, 2.2298743047357146, 2.4431243535406755, 2.333913276398457, 2.5624992151757002, 2.3632172341736535, 2.384100704476609, 2.3439191599535976, 2.4966200224604425, 2.4758706204617815, 2.2281153762941384, 2.9485594512830917, 2.401535148089749, 2.4700473234701708]",0.36926960414026383,0.05706528307176324,"[0.3907363569755856, 0.33739089512552656, 0.454572459082185, 0.39866753794921683, 0.42826259129862676, 0.3139952951276358, 0.42016808688417895, 0.33571330737923155, 0.4470818405730481, 0.35115468284313933, 0.3777091279350653, 0.25310698269816334, 0.28028005620729357, 0.3522808453444146, 0.3979239966806457]",1.829424579430896,0.12292764063695004,"[1.7074004893433468, 1.9955467360738044, 1.7238645230686735, 1.8433563857419961, 1.7237801956212784, 1.8722575223195628, 1.7428583602272647, 1.8472470807284371, 1.7874752528306128, 1.829086711751003, 1.959204968342198, 1.7223650320645032, 2.1600364548638855, 1.7189341498746702, 1.807954828612208]",0.027806413556413553,0.006281748944740618,"[0.027261904761904737, 0.028571428571428584, 0.03285714285714285, 0.019969969969969956, 0.034084084084084074, 0.029404761904761913, 0.04023809523809522, 0.028571428571428595, 0.01498498498498497, 0.029639639639639632, 0.020416666666666687, 0.024821428571428557, 0.030178571428571457, 0.03396396396396394, 0.022132132132132134]",2.240365340122662,0.06810454567635774,"[2.1764856137079978, 2.2847899161531173, 2.1797499899185206, 2.2031610063369147, 2.191136425929316, 2.242113115379246, 2.226167001675548, 2.30222343994603, 2.17659307121063, 2.287838788951158, 2.293200994807219, 2.138184152053131, 2.417360047674438, 2.2196854838356743, 2.266791054260983]",0.035009545259545256,0.01366394989133459,"[0.027678571428571434, 0.0257142857142857, 0.01785714285714285, 0.048198198198198205, 0.028378378378378376, 0.0642857142857143, 0.026964285714285708, 0.04017857142857143, 0.016666666666666653, 0.03918918918918919, 0.02732142857142856, 0.03660714285714286, 0.062499999999999986, 0.029819819819819827, 0.033783783783783786]",0.23532580137252807,0.016763192610460297,"[0.21999605000019073, 0.20907369256019592, 0.2366766780614853, 0.21926574409008026, 0.25295892357826233, 0.21665604412555695, 0.2532372772693634, 0.2525549530982971, 0.25197917222976685, 0.2209004908800125, 0.23742623627185822, 0.2382107824087143, 0.21959157288074493, 0.26706236600875854, 0.2342970371246338]",0.36986369925173346,0.052450662878102586,"[0.32833054293231284, 0.37711415587521785, 0.3297278712547907, 0.4879519129519129, 0.3776939276939277, 0.4168090340656712, 0.4030580647953563, 0.24458434414186625, 0.3872674622674623, 0.37314847314847316, 0.3112812879728456, 0.39186283156637597, 0.3806761881983121, 0.385404463866549, 0.353044928044928]",59.372,315.917
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,Matern52,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,RBF,sum,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,RBF,product,2.4416761986170306,0.1589702351741455,"[2.3189555647762523, 2.6335782554275062, 2.2380692358601095, 2.4294588203861616, 2.3424626616648627, 2.547801377693018, 2.3858898552955887, 2.362872608078507, 2.34998571872637, 2.501245152018305, 2.444503454059863, 2.3015748782292764, 2.9123730952401474, 2.399535569570286, 2.4568367322292084]",0.36871059981979765,0.061786921615020876,"[0.3877486961707477, 0.33966002662529227, 0.4505561300771258, 0.40537578957892073, 0.4240662434058795, 0.321842220090816, 0.4089889437240849, 0.3474902945403522, 0.44421599826860625, 0.348748410857066, 0.39337703357431597, 0.20304598131030294, 0.29783725937988415, 0.3533590107968181, 0.4043469588967533]",1.8221110042142654,0.10486076691953825,"[1.7133765514616048, 1.9673939892601666, 1.7346959524190109, 1.821875902136424, 1.7394665933929452, 1.8595262293182242, 1.7587647309866836, 1.8329720244344045, 1.7845457977293935, 1.8339798898751232, 1.9328811370414627, 1.7599723789217048, 2.099849117047893, 1.6930212750779776, 1.7993434941109587]",0.023992563992563994,0.007064143450205712,"[0.011785714285714264, 0.02184523809523811, 0.02059523809523809, 0.020750750750750748, 0.023333333333333324, 0.03261904761904764, 0.032797619047619034, 0.029821428571428582, 0.011861861861861875, 0.020750750750750727, 0.022857142857142885, 0.02047619047619047, 0.032916666666666705, 0.035465465465465446, 0.022012012012012017]",2.2327255325524757,0.0631135013469548,"[2.1670161847070517, 2.2755247137716226, 2.162875836871692, 2.2012384919507992, 2.177251672143378, 2.240975226733345, 2.218296835689541, 2.2751337699630105, 2.1730048350414584, 2.3023005540290264, 2.273555074518663, 2.1561285724668595, 2.3937968540438854, 2.218758339818855, 2.255026026537948]",0.03347511797511798,0.01462007553098408,"[0.01875, 0.030178571428571416, 0.015535714285714274, 0.0472972972972973, 0.026576576576576562, 0.06071428571428572, 0.01785714285714287, 0.03214285714285714, 0.015945945945945936, 0.041891891891891894, 0.025178571428571418, 0.03928571428571429, 0.0642857142857143, 0.03360360360360361, 0.03288288288288288]",0.24922424058119455,0.016168403529912116,"[0.23381125926971436, 0.2250576764345169, 0.2520611584186554, 0.23370742797851562, 0.2600463926792145, 0.2271972894668579, 0.26908960938453674, 0.259351909160614, 0.27117154002189636, 0.23924091458320618, 0.2512219250202179, 0.2576647400856018, 0.23881201446056366, 0.27940231561660767, 0.2405274361371994]",0.37278098367308404,0.04314710477458977,"[0.35947483513855194, 0.3878685891960228, 0.3628155491166171, 0.4748771498771498, 0.3839417339417339, 0.41492978439881095, 0.4201208704418271, 0.27518194553592784, 0.3798613548613548, 0.3565198315198315, 0.3335717992366732, 0.37213066792604577, 0.3660009567089213, 0.3351058928829978, 0.36931379431379424]",63.52,304.854
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,TanimotoRBF,RBF,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),GPytorchMAP,Tanimoto,Matern32,sum,2.2018984007379463,0.12069465791713443,"[2.1345751722386517, 2.3165126977729407, 2.0195754578822127, 2.2840106508212608, 2.2389285211633094, 2.2691868416582053, 2.0314047246100086, 2.1603473328323495, 2.0605490008437966, 2.320220578840522, 2.16749914195528, 2.0478042798167655, 2.4383111222379603, 2.2783753047939843, 2.261175183601947]",0.4856089393304186,0.05395192537876039,"[0.48123845816802, 0.48908988300330025, 0.5525994988476768, 0.4744430869369276, 0.4738523469689714, 0.46205221298140586, 0.5715622393218125, 0.4545517879753842, 0.572691542305679, 0.4396042602264547, 0.5230691599343092, 0.369100852703108, 0.507822224431735, 0.4170123223824196, 0.4954442137690762]",1.6871761934006817,0.08629740723088686,"[1.6263438343193424, 1.8100360413528662, 1.5940277444431632, 1.67077196869636, 1.7504420379540528, 1.7444343898441292, 1.5866227046699153, 1.7071266671550684, 1.5115578179711981, 1.7464634356960143, 1.7344285793805911, 1.5743573928981451, 1.806904361620296, 1.7288092687801242, 1.7153166562289552]",0.022630702130702136,0.0067124853471035575,"[0.01869047619047619, 0.022321428571428607, 0.017202380952380945, 0.01720720720720719, 0.030660660660660692, 0.0242857142857143, 0.02428571428571427, 0.012797619047619068, 0.03768768768768766, 0.019309309309309335, 0.015476190476190492, 0.020119047619047606, 0.024702380952380986, 0.034084084084084094, 0.020630630630630645]",2.189096375724946,0.057795152201168355,"[2.1509120033019924, 2.2290523571261027, 2.123308646346435, 2.2258317757644095, 2.202584332107555, 2.215111582546389, 2.1139202890510402, 2.18157078500888, 2.121173740130969, 2.2333579656236253, 2.16714408673078, 2.0996845996513485, 2.319112458315798, 2.2280644346402734, 2.2256165795285945]",0.03115626340626341,0.010363312206662988,"[0.02071428571428573, 0.02642857142857142, 0.012678571428571418, 0.025675675675675656, 0.044414414414414405, 0.04107142857142858, 0.029464285714285714, 0.04821428571428571, 0.03864864864864864, 0.026576576576576583, 0.03482142857142857, 0.046428571428571416, 0.025000000000000005, 0.02927927927927925, 0.017927927927927946]",0.08344220866759618,0.011219448184473074,"[0.08538372069597244, 0.08148496598005295, 0.09932782500982285, 0.07267070561647415, 0.06821416318416595, 0.07704847306013107, 0.10118697583675385, 0.06513915956020355, 0.09245283901691437, 0.08977626264095306, 0.06850815564393997, 0.08446574211120605, 0.09767285734415054, 0.08865674585103989, 0.07964453846216202]",0.14881688878398674,0.10713686695032246,"[0.06353572282775823, 0.3258191820138723, -0.018655863805403114, 0.14843804843804845, 0.1604071604071604, 0.23995455632623777, 0.2711982403339063, 0.05980284962585848, -0.06726921726921727, 0.2483415233415233, 0.23616239314467943, 0.10807844175726322, 0.20385587863463972, 0.08018181858087602, 0.1724025974025974]",53.863,285.299
