paper,target,model,fp kernel,count kernel,mixing method,rmse_avg,rmse_stdev,rmse_seed_fold_scores,r2_avg,r2_stdev,r2_seed_fold_scores,mae_avg,mae_stdev,mae_seed_fold_scores,cvpp_ama_avg,cvpp_ama_stdev,cvpp_ama_seed_fold_scores,nll_avg,nll_stdev,nll_seed_fold_scores,ece_avg,ece_stdev,ece_seed_fold_scores,Cv_avg,Cv_stdev,Cv_seed_fold_scores,RUSC_avg,RUSC_stdev,RUSC_seed_fold_scores,Running time (GPU),Running time (CPU)
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoMatern52,RBF,sum,10.644225730742388,1.3534685971040226,"[10.215221661415768, 13.418241275047865, 9.47590205204261, 11.972371169949616, 8.901527516791276, 10.84307106331814, 9.618573895019727, 12.292941042214203, 9.557016476861227, 11.931264948418072, 10.391053086965977, 9.303182465503903, 9.076128858419636, 12.203295452045152, 10.463594997122648]",0.2997024129725744,0.13066015008378268,"[0.2691304058042647, 0.028352559565265167, 0.39381120482480036, 0.3174283631765378, 0.36980486422379455, 0.22088051333674108, 0.4541009951480881, -0.011647852059365471, 0.4209814734938234, 0.24904782233441336, 0.3424571347037768, 0.4012600080208706, 0.35209024031721814, 0.2971819083180486, 0.3906565533803388]",8.500227243042497,0.8940725151584118,"[8.44989373922348, 9.926007449626923, 7.7685942029953, 9.504186147054035, 7.610434943305122, 8.298999054431915, 7.894119606018066, 9.984203274250032, 7.747587549118768, 9.356036640954397, 8.310025298595429, 7.612414975166321, 7.205602979660034, 9.574273802742127, 8.261028982495505]",,,,,,,,,,,,,,,,,103.357
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoMatern52,RBF,product,10.213295086130776,1.2837074128160284,"[10.256729927307429, 11.639170818086471, 9.524335223517703, 11.773986309041751, 9.66202099691705, 9.317543714655447, 10.57194618137603, 9.654000175676309, 8.797089032213682, 12.653591121314388, 9.32632115888522, 9.543171822664833, 7.860236926233962, 12.047245392501926, 10.572037491569422]",0.3580321956783353,0.09544312362853706,"[0.2631787454278618, 0.2689255578415579, 0.38759867178662333, 0.33986167647802645, 0.25752484927587505, 0.4246894521470699, 0.34052123164674786, 0.37607502383764424, 0.5094020095422449, 0.15536923718573592, 0.47030524102889515, 0.36997080344765243, 0.5140579411117293, 0.3150416037283279, 0.3779608906890367]",7.6560767249077095,0.8011059960484512,"[7.3892546653747555, 8.3754314661026, 7.783125314712525, 8.078189929780507, 7.344149104527064, 6.8707745528221125, 8.035275707244873, 7.659670646190643, 6.723537944006542, 9.143703635079522, 7.072820031642913, 7.415496237277985, 6.025111825466156, 8.984314945765906, 7.940294867621527]",,,,,,,,,,,,,,,,,111.481
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoMatern52,RBF,averageProduct,9.040077359209763,1.2576420361964344,"[9.219733692122011, 11.074805441806115, 8.233575394413897, 9.571793028389411, 7.801660003475983, 8.51363400132472, 9.12650888827334, 10.298811431247481, 7.502364757209239, 10.66939756231868, 9.100988548481833, 7.319204507523349, 7.403676729403531, 11.134533764610511, 8.630472637546346]",0.4946503311654462,0.10073717922871182,"[0.4046380727434342, 0.33810404288835527, 0.5423392036324057, 0.5637107708715032, 0.5159168020414721, 0.5196813934288547, 0.5085262880446999, 0.2899450177213674, 0.6431841474879891, 0.399491585177018, 0.4955918693787359, 0.6294021005868613, 0.5688701321914965, 0.4148964225401962, 0.5854571187473037]",6.8787857449218714,0.953554481595228,"[6.7837434673309325, 8.105712342262269, 6.818914017677307, 7.347569560701884, 5.990470103914776, 5.98335678577423, 7.39324544429779, 8.136875751018525, 5.853511611696273, 7.7250104486374624, 7.006344289779663, 5.563633599281311, 5.3162729454040525, 8.452893635583305, 6.704232170468285]",,,,,,,,,,,,,,,,,116.015
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,Matern32,sum,10.11329722758976,1.3281760246284535,"[9.25590928256631, 12.794559526571918, 8.922689626740643, 11.504643184575341, 8.217869427293612, 10.35030295528383, 8.89826487162952, 11.804606852908, 9.545401079133914, 11.29089380628625, 9.895338391453476, 9.136675627589089, 8.787705089568028, 11.686386669620534, 9.608212022625924]",0.36747017475696325,0.12369434724797479,"[0.3999568479729241, 0.11657802937607387, 0.4625248971166831, 0.3697190220559703, 0.4628885107479751, 0.2900862592080439, 0.532801339253774, 0.06713065563253584, 0.42238807218676533, 0.3274943353134844, 0.40369803103294877, 0.4225005129776226, 0.3926148589253299, 0.3554610252285665, 0.486210224325751]",8.029520027942759,0.8905565645643652,"[7.555238773822785, 9.562948167324066, 7.295863137245178, 8.912545771523126, 6.703599771166605, 8.05302264213562, 7.404760847091675, 9.504433567523957, 7.557668486095611, 8.806912878127326, 7.944207894802094, 7.41637312889099, 6.856821870803833, 9.052569037543403, 7.815834445045107]",,,,,,,,,,,,,,,,,109.627
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,Matern32,product,10.041433224506246,1.3141873534129678,"[9.89134462237688, 11.447237213148899, 9.180340819180774, 11.517149987097504, 9.383364382538648, 8.736244708886, 10.715598844716947, 9.533674649142236, 8.753695550999046, 12.555513421103132, 9.358081944626226, 9.535161788939789, 7.6444678218706335, 11.918700752442488, 10.45092186052452]",0.37982562718931734,0.09533142516613266,"[0.3147406476415181, 0.29283805354939785, 0.4310365244110016, 0.3683479087880803, 0.2997338519348012, 0.49423468847438157, 0.3224773407346234, 0.3915310515211867, 0.5142300268529747, 0.16841192184727005, 0.46669134703757675, 0.37102798596519515, 0.5403706750858319, 0.3295806939627888, 0.39213169003313075]",7.50090099738893,0.8355591034097916,"[7.201409521102905, 8.11922709941864, 7.531454536914826, 7.864204631987072, 7.161267964196584, 6.445100874900818, 8.170136032104491, 7.502090377807617, 6.7259705461774555, 8.978302096412296, 7.145641469955444, 7.373398358821869, 5.686855330467224, 8.888338724772137, 7.72011739579458]",,,,,,,,,,,,,,,,,115.382
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,Matern32,averageProduct,8.728133494422991,1.2000263435453329,"[8.293095272404134, 10.803739573223943, 8.023027911854589, 9.512880769834155, 7.883363073546212, 8.241757499517552, 9.047632575043057, 10.082930511862298, 7.083662960731332, 10.259107195935622, 8.427829534249815, 7.113538981412984, 7.204157904120687, 10.454080327780565, 8.491198324827927]",0.5289146698054721,0.09335659251600685,"[0.5182989264785095, 0.3701085240410261, 0.5654463672716593, 0.569064770134635, 0.5057245651954015, 0.5498687935871724, 0.5169847507374999, 0.3194009873851107, 0.6819000733089429, 0.44478852077309816, 0.5674498887003971, 0.6499366691749671, 0.5917937383582319, 0.4842249307784501, 0.5987285411569799]",6.689528569372873,0.875216570379695,"[6.076256935596466, 7.947748827934265, 6.635067174434662, 7.201029818095859, 6.088719278971353, 6.047933876514435, 7.393839750289916, 7.958188226222992, 5.61349376617916, 7.211466493152436, 6.552286787033081, 5.583117558956145, 5.295297272205353, 8.019980585007442, 6.718502189999535]",,,,,,,,,,,,,,,,,112.26
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,Matern52,sum,10.310557210544781,1.2708096287778778,"[9.446562688781231, 13.075465005546073, 9.228224664655366, 11.6454831245289, 8.684615119098599, 10.105736809598895, 9.570780176951398, 11.926592895225816, 9.618691217907235, 11.507712926019835, 10.328254294741859, 9.402943551628695, 8.651627250932213, 11.504385633937302, 9.961282798618333]",0.34335456600500136,0.11785421598643613,"[0.37498286069084485, 0.07736101131886486, 0.4250857190442666, 0.3541927536684135, 0.40014384142138315, 0.32323884113945056, 0.45951255049600215, 0.04775093096748362, 0.4134841452399399, 0.3014180823507101, 0.3503808975212779, 0.3883501872251155, 0.4112799654270667, 0.37538049397340134, 0.44775620959079876]",8.22501225623378,0.8083187714918707,"[7.846145203113556, 9.636898696422577, 7.5588690018653875, 9.033061988467262, 7.29887695796906, 7.833196563720701, 8.000560150146484, 9.461041803359986, 7.761425635928199, 9.05694070725214, 8.319303941726684, 7.753529734611511, 6.8107674479484555, 9.087769620380707, 7.916796390593997]",,,,,,,,,,,,,,,,,126.218
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,Matern52,product,10.043407345720784,1.2281273753181612,"[10.123966069932893, 11.370397889958623, 9.232046785124316, 11.211141710771745, 9.48022062903534, 9.119026343733953, 10.737575437993632, 9.247111728372962, 8.664561744325303, 12.584759491090571, 9.509133689648134, 9.25939948676352, 8.027378659744645, 11.825842255196848, 10.258548264119279]",0.378946318918094,0.09164673235537779,"[0.28213022745586147, 0.30229980812971524, 0.4246093876206648, 0.4014677205755677, 0.28520277381325776, 0.44894315774169247, 0.3196954320991974, 0.4275599955997751, 0.5240722894094954, 0.16453330567319868, 0.4493357921871636, 0.40688237097734514, 0.49317186574013205, 0.3399864621538792, 0.41430419459446344]",7.510974678026937,0.748036433929818,"[7.367259669303894, 8.15000102519989, 7.451607260704041, 7.734408709813678, 7.184939468625992, 6.796588499546051, 8.193656883239745, 7.364159805774689, 6.507541913229322, 8.944056355309865, 7.186542892456055, 7.287953896522522, 6.049323394298553, 8.692256912958056, 7.75432348342169]",,,,,,,,,,,,,,,,,115.759
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,Matern52,averageProduct,8.821266997561503,1.2074915436566565,"[8.463053278571412, 10.998329352792096, 8.00971570270719, 9.364005600283404, 8.08241603684661, 8.35018797058928, 8.990633304795791, 10.19665231678291, 7.222693223835128, 10.296305656016056, 8.72891321976556, 7.397800982239176, 7.169260017636318, 10.723901726945845, 8.325136573615758]",0.5183343004072297,0.0975067729906943,"[0.49835272808529907, 0.3472138084995161, 0.5668872371368272, 0.5824473709472271, 0.4804487755080983, 0.537946821111466, 0.5230514855348978, 0.30396193904046853, 0.6692909129382855, 0.4407549427058636, 0.5359921858568251, 0.6214001160421273, 0.59573896897298, 0.45725687446941443, 0.6142703392591503]",6.731686630468518,0.8821404981872253,"[6.239931395053864, 8.090060925483703, 6.652631590366363, 7.130535200815353, 6.263619818308996, 6.002215838432312, 7.350379273891448, 8.071377601623535, 5.576803702702598, 7.212025146484374, 6.701129157543182, 5.826713433265685, 5.3201776576042175, 8.14567383054703, 6.392024884905133]",,,,,,,,,,,,,,,,,124.536
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,RBF,sum,10.625214785752355,1.2490857531471518,"[9.860887645989347, 13.347240070118282, 9.559652677355343, 11.819517723927454, 9.246542285882256, 10.243566823636426, 9.749605276464393, 12.22535892672164, 9.829671163187069, 11.8159414889725, 10.538240392346653, 9.522223895822224, 9.206896987613371, 12.07596173809591, 10.33691469015247]",0.30242431754183846,0.11943968110609565,"[0.31895418913782714, 0.03860809393904796, 0.38304852614991103, 0.3347461364781551, 0.32000661243763917, 0.3046525467831228, 0.43912640154880866, -0.0005550847593571717, 0.3874722495512448, 0.2634945501571224, 0.32369726295374457, 0.3727336836958315, 0.3332856793018082, 0.3117723178576378, 0.4053215978950332]",8.469666440358235,0.7955555812924314,"[8.126897718906402, 9.766615962982177, 7.796353158950805, 9.245574449811663, 7.947337925017827, 7.845361669063568, 8.074716744422911, 9.755956449508666, 8.153048270089284, 9.3090034702846, 8.413986909389497, 7.65316284418106, 7.2724768877029415, 9.54230636112274, 8.142197783939421]",,,,,,,,,,,,,,,,,97.633
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,RBF,product,10.162574633128228,1.3330014963968477,"[9.99658626501557, 11.628804181926187, 9.327356737861567, 11.667323107644568, 9.261979721464513, 9.180045782684743, 10.79356057209829, 9.445384616228393, 8.911469932230787, 12.725666324777075, 9.331321963279514, 9.456072932305526, 7.874696648648638, 12.163458140117037, 10.674892570640978]",0.3655080261707507,0.09317527401052417,"[0.3000810677377882, 0.27022726700571975, 0.4126676081379861, 0.35176818356760997, 0.3177341701240616, 0.4415437537818364, 0.31258279586035376, 0.4027487594175795, 0.4965614330687863, 0.14571975320260389, 0.4697370405546426, 0.3814186592109998, 0.5122684148122586, 0.3017630780016578, 0.3657984080773744]",7.596187555822746,0.8482356424207541,"[7.186543169021606, 8.280469763278962, 7.575789067745209, 8.12984876602415, 7.128393399677579, 6.789655585289001, 8.323661229610442, 7.487119300365448, 6.721835014706567, 9.04770731123667, 7.038233494758606, 7.362311584949493, 5.881011617183685, 9.071947140163847, 7.918286893329923]",,,,,,,,,,,,,,,,,99.917
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,TanimotoRBF,RBF,averageProduct,8.993313819739502,1.2659196095258909,"[9.199598495314632, 10.979184671405616, 8.23607094636923, 9.505570162873681, 7.870557768125315, 8.051726412944928, 8.98870360079383, 10.419859545652068, 7.437772250098698, 10.780568273337552, 8.935694034135912, 7.530138355947539, 7.163538877312648, 10.968600143545578, 8.832123758235308]",0.4996520453255498,0.10327808161413056,"[0.4072356834407085, 0.3494844272842741, 0.5420617325885015, 0.5697268592816841, 0.5073290092180325, 0.5703869372495407, 0.5232562031903008, 0.273155520586957, 0.6493017958740369, 0.3869122905408975, 0.5137478640184047, 0.6077336079610804, 0.5963839201249773, 0.4322056197398281, 0.5658592087840231]",6.843641964448192,0.9216656842270525,"[6.819038298130035, 8.150680875778198, 6.611898431777954, 7.205452645922465, 6.009882928757442, 5.737746143341065, 7.310265800952911, 8.146039273738861, 5.8312403167240205, 7.6969773162357376, 6.876105880737304, 5.9255067300796505, 5.272938840389251, 8.240599529932418, 6.820256454225571]",,,,,,,,,,,,,,,,,104.607
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,Matern32,sum,10.128626140306093,1.2837076529259537,"[9.431390910366407, 12.86428581510045, 8.903637330565397, 11.01081626837057, 8.182411452734124, 9.924907911204066, 9.219034005101493, 11.662923316229168, 9.605938388969191, 11.628765252727138, 10.013855166718118, 9.172879319445801, 8.641633930826734, 11.467535410306873, 10.19937762592586]",0.3664021890599599,0.11612340071045153,"[0.3769888827773141, 0.10692305389355872, 0.46481774884194427, 0.42266627885905217, 0.4675135048099034, 0.34724165864540013, 0.4985105918806395, 0.08938959878256436, 0.4150383645688489, 0.2866436877485584, 0.38932863754196856, 0.41791481089126536, 0.4126392172222504, 0.37937557988577275, 0.42104121955035834]",8.079637366029951,0.8699515679209763,"[7.551300063133239, 9.632413029670715, 7.4004312610626215, 8.653985784621467, 6.615239512125652, 7.764957208633422, 7.9561546659469595, 9.333124692440034, 7.6992142813546325, 8.972678828163753, 8.081968832015992, 7.552257437705993, 6.701211214065552, 9.022430371481276, 8.257193308027963]",,,,,,,,,,,,,,,,,109.719
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,Matern32,product,10.035693225795008,1.3089168065117796,"[10.225477482416258, 11.20854042055305, 9.02142201174166, 11.456318159234637, 9.147643964019778, 9.006741053062784, 10.587811299077897, 9.296744029039987, 8.925304654025481, 12.750249916570363, 9.43881474045183, 9.371421687280856, 7.67642511951708, 11.848778962428007, 10.573704887505455]",0.38074071211964505,0.09501486690595184,"[0.2676621203943961, 0.3220219364689595, 0.4505644237254144, 0.375002866832047, 0.33447484467880517, 0.4624302624328036, 0.33854041208989294, 0.4213985557390738, 0.4949970808429328, 0.14241594787177214, 0.4574498763657857, 0.3924442297318784, 0.5365197298631306, 0.33742373252043845, 0.37776466223734473]",7.494806759470985,0.7849442804589621,"[7.426330173015594, 7.889740455150604, 7.316297266483307, 7.960650290837363, 7.116119871593657, 6.677464311122893, 8.044669148921965, 7.265290756225586, 6.875890921940878, 9.160057593451606, 7.2307469725608815, 7.174026114940643, 5.824896008968353, 8.713591303749691, 7.746330203101748]",,,,,,,,,,,,,,,,,97.872
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,Matern32,averageProduct,8.84515027601386,1.2044247313829934,"[8.650057385455396, 10.96027228375162, 8.096904469113015, 8.893555318217963, 8.330746131665418, 7.973087462879008, 9.5418475337159, 9.48337735325079, 7.7855608188008825, 10.69827488219743, 8.470724685432325, 7.146365360544764, 7.2040945165197945, 10.937110284965392, 8.505275653698193]",0.5161510170102582,0.09295188949896896,"[0.4759384679459947, 0.3517236111307035, 0.5574067265196345, 0.6233493559007154, 0.44803216639589194, 0.5787377771769332, 0.46277541803419286, 0.39793437729347814, 0.6157378630726511, 0.3962365671171951, 0.5630355800604168, 0.6466983863042971, 0.5918009217381923, 0.43546111249368125, 0.5973969239698961]",6.6822347004224385,0.8973596669930838,"[6.260068323612213, 8.040730974674224, 6.420940146446228, 6.947350592234779, 6.3708225359235495, 5.655067491531372, 7.570560023784637, 7.344132311344147, 5.946531275189112, 7.587165382021948, 6.6122700572013855, 5.531543381214141, 5.2299449515342715, 8.313470953078498, 6.402922106546068]",,,,,,,,,,,,,,,,,98.426
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,Matern52,sum,10.394418309655626,1.2570947968320418,"[9.640336647238138, 12.896323627439228, 9.38987186363953, 11.628120739709109, 8.703370057596574, 9.939851147218185, 9.53481883726775, 12.29406521132201, 9.609990438733535, 11.504590347797892, 10.378190611562767, 9.68378019990479, 8.682761908028494, 11.67760373404467, 10.352599273331693]",0.33237771180523545,0.12067568421171646,"[0.34907836754766863, 0.10246919448346392, 0.4047682203811809, 0.3561170010694814, 0.3975501943770241, 0.3452745542166743, 0.46356658510477766, -0.011832887562225336, 0.4145447545770665, 0.3017971465039082, 0.3440839947071259, 0.3512684255539368, 0.4070350812503264, 0.3564294711995094, 0.40351557366861335]",8.291284113053921,0.8360283379974908,"[7.815818157196045, 9.55804213285446, 7.7317550039291385, 9.027181566026474, 7.321033894372365, 7.7459137868881225, 8.023439941406249, 9.822295243740083, 7.845655483669706, 8.993929046146453, 8.311591613292695, 7.979039449691773, 6.690405249595642, 9.180227588471913, 8.322933538527716]",,,,,,,,,,,,,,,,,113.214
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,Matern52,product,10.087664673698605,1.2685144209078567,"[9.93982925815948, 11.32480073908646, 9.357820368786971, 11.261471007586053, 9.255231372518375, 8.960723080159614, 10.762186786592377, 9.462282194004375, 8.7037724848513, 12.71076045429382, 9.384212936033178, 9.703577711884998, 7.894933396691646, 11.886331849470176, 10.70703646536024]",0.373957572963732,0.09226205243663915,"[0.3080062793295688, 0.3078843713572246, 0.40882482689296074, 0.39608177050530413, 0.3187280160871384, 0.46790941923441487, 0.3165732372729195, 0.4006099102403886, 0.5197550015903935, 0.14771985798250054, 0.46370882544677994, 0.34861318158146026, 0.5097584048507289, 0.33321720945213407, 0.3619732826320621]",7.550236828882229,0.7841897188886457,"[7.255550827980041, 7.960313770771027, 7.688397023677826, 7.712341170538039, 7.09344223991273, 6.760552961826324, 8.150420460700989, 7.50280211687088, 6.8263576834542405, 9.186125054737879, 7.0162451505661005, 7.567204577922821, 5.932391853332519, 8.800609479631698, 7.800798061310299]",,,,,,,,,,,,,,,,,108.859
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,Matern52,averageProduct,8.96167411391195,1.2060705412799904,"[8.816745596120665, 10.980506992957908, 8.145376874329342, 9.124644913416581, 8.259487478077933, 8.04505583075341, 9.275341324510793, 9.625142751562187, 8.031986664905435, 10.882895333642047, 8.488542947717942, 7.253353112380468, 7.3608104189539665, 11.174653769747641, 8.96056769960295]",0.5041552192292664,0.09003259546336578,"[0.4555463370063604, 0.3493277230138042, 0.5520916639966893, 0.6035213201351142, 0.4574345092370675, 0.5710984820791614, 0.49236596593036386, 0.37979948158412036, 0.5910278375748934, 0.3752184358506835, 0.5611953276981951, 0.6360406921692887, 0.5738480495994551, 0.4106723300921644, 0.5531401324716356]",6.788635237698832,0.8745194746289506,"[6.333119599819183, 8.083553123474122, 6.471074066162109, 7.0756495836046005, 6.356813214014447, 5.74955545425415, 7.387861821651458, 7.655155415534973, 6.0636591084798175, 7.682622017027839, 6.6921147537231445, 5.741268570423125, 5.382968242168426, 8.407097771054223, 6.747015824090867]",,,,,,,,,,,,,,,,,101.742
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,RBF,sum,10.598955548063604,1.3228334293906456,"[9.56014707677668, 13.516041870777602, 9.901267275738672, 11.820115617260585, 8.430557304584484, 10.319251943839415, 9.630167537176925, 11.974760460837004, 9.724808431105734, 11.867536590496343, 10.733730209186847, 9.657731813399785, 9.256249131383484, 12.00948876463915, 10.582479193751377]",0.306770965822255,0.1206261003633417,"[0.35986223055584887, 0.014136984300921585, 0.3381671085065847, 0.3346788307015076, 0.43472661377512567, 0.294339366458373, 0.45278421533122615, 0.040043760648514226, 0.40047140751855204, 0.2570485063224287, 0.29837300046282655, 0.3547537758893017, 0.3261188849168475, 0.31932825889508576, 0.3767315430506807]",8.43349050015495,0.8461458168461214,"[7.795718576908111, 9.843971490859985, 7.963094720840453, 9.252398156060114, 7.214875662667411, 7.965197939872741, 7.977458462715148, 9.792234697341918, 7.923627290271576, 9.248891834077384, 8.592860412597656, 7.929945197105408, 7.223592138290405, 9.441424245682974, 8.337066677032954]",,,,,,,,,,,,,,,,,89.821
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,RBF,product,10.14986846334894,1.360774641485744,"[10.13163329171619, 11.46442305423577, 9.348104544019705, 11.811880469870815, 9.460105552549944, 9.337330360147666, 10.537717159014015, 9.322484741085214, 8.638305035449047, 12.970787083551649, 9.358004095302713, 9.204079659405519, 7.902327375632588, 12.02353950037596, 10.737305027877266]",0.3663928458169944,0.10117154079622098,"[0.28104248162038414, 0.2907131223643026, 0.4100517734286132, 0.33560557447209227, 0.2882328609066306, 0.42224340990328846, 0.34478473622123285, 0.4181900707583578, 0.5269523799663923, 0.11249264235201994, 0.4667002201261887, 0.4139483044735839, 0.5088397059172296, 0.3177345967994354, 0.3583608079451631]",7.616624545354694,0.8410415839682595,"[7.163727400302887, 8.117549705505372, 7.571305618286133, 8.175372939336867, 7.2718912663535455, 7.047383086681366, 8.112326881885528, 7.394900233745576, 6.607926822238499, 9.348855740986176, 7.140739345550537, 7.30349723815918, 5.932079963684082, 8.884520513140968, 8.177291424463665]",,,,,,,,,,,,,,,,,102.877
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Tanimoto,RBF,averageProduct,9.11253449343217,1.1851224424795832,"[9.288012558822496, 10.811145318879527, 8.425395331272973, 9.44920042723525, 7.944715987484095, 8.641093314367128, 9.59901451980168, 9.8832793987358, 8.19254826291388, 11.09792896904532, 8.44323835354195, 7.517025801565734, 7.433140546633737, 11.213677611297753, 8.748600999885229]",0.48746585734868947,0.08942793069274121,"[0.3957872397640999, 0.36924467225181457, 0.520766295832488, 0.5748149216197429, 0.49800115013893675, 0.5051918449884032, 0.45631890963103394, 0.3460870889683225, 0.5745134782886729, 0.35028456684910436, 0.5658667576112021, 0.6090985592424908, 0.5654318384591136, 0.4065490728881447, 0.5740314636967712]",6.883021687305795,0.8656793279761633,"[6.705115308761597, 7.800432476997375, 6.599893341064453, 7.2418069579109305, 6.100722426157151, 6.086086099147796, 7.609166285991669, 7.705412991046906, 6.300553368462457, 7.890035826667906, 6.511527943611145, 5.9451437544822685, 5.343832092285156, 8.603901887923952, 6.8016945490761405]",,,,,,,,,,,,,,,,,102.497
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,Matern32,sum,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,Matern32,product,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,Matern32,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,Matern52,sum,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,Matern52,product,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,Matern52,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,RBF,sum,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,RBF,product,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern32,RBF,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern52,Matern32,sum,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern52,Matern32,product,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern52,Matern32,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern52,Matern52,sum,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern52,Matern52,product,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern52,Matern52,averageProduct,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern52,RBF,sum,,,,,,,,,,,,,,,,,,,,,,,,,,
Understanding and Designing a High-Performance Ultrafiltration Membrane Using Machine Learning,target_flux recovery ratio (%),GpyroMCMC,Matern52,RBF,product,,,,,,,,,,,,,,,,,,,,,,,,,,
