paper,target,model,fp kernel,count kernel,mixing method,lengthscale_kendalls_w,feature_importance_MDI_kendalls_w,feature_importance_SHAP_kendalls_w,rmse_avg,rmse_stdev,rmse_seed_fold_scores,r2_avg,r2_stdev,r2_seed_fold_scores,mae_avg,mae_stdev,mae_seed_fold_scores,cvpp_ama_avg,cvpp_ama_stdev,cvpp_ama_seed_fold_scores,nll_avg,nll_stdev,nll_seed_fold_scores,ece_avg,ece_stdev,ece_seed_fold_scores,Cv_avg,Cv_stdev,Cv_seed_fold_scores,RUSC_avg,RUSC_stdev,RUSC_seed_fold_scores,OOF_R2,OOF_ece,OOF_cvpp_ama,OOF_cdf_ama,OOF_RUSC,OOF_nll,OOF_Cv,OOF_sharpness,Running time (GPU),Running time (CPU)
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),RF,,,,,0.9583838383838383,0.9151515151515152,0.19486081595402321,0.03767522264409723,"[0.15916791427608612, 0.19804286815632707, 0.1972433244831369, 0.20597204383998288, 0.2727276952953324, 0.1491573588797481, 0.2253435173156114, 0.14422372573071138, 0.25363748308395867, 0.17646057643293261, 0.16404176362944403, 0.21053166034216, 0.22027657642992007, 0.20173139281743982, 0.1443543385975566]",0.8908376024842151,0.03911014667537712,"[0.9211446380119384, 0.906931390504932, 0.8730771493161472, 0.8785781675623703, 0.8154147273060256, 0.9335439217822351, 0.8729515889763124, 0.9365861628797084, 0.8349866867903193, 0.9115299836864028, 0.9395413898288636, 0.8711979233225579, 0.8364382625049114, 0.8939659239634561, 0.9366761208270427]",0.12328318068913631,0.024034714068256722,"[0.0993248078611697, 0.14009106359725054, 0.11323367011050794, 0.11442884742763652, 0.1611063230218362, 0.09903870478850717, 0.14285320491695075, 0.09780154001573915, 0.1671560899100439, 0.10681066430379146, 0.11097243703152532, 0.14275982939931656, 0.14158161562843558, 0.12751742776873984, 0.08457148455559407]",0.10733165744930448,0.03060019779823168,"[0.10038461538461538, 0.054967320261437906, 0.12241830065359477, 0.12490196078431375, 0.10947712418300654, 0.08653846153846152, 0.11104575163398692, 0.0850326797385621, 0.07483660130718955, 0.16045751633986924, 0.1576923076923077, 0.15457516339869276, 0.08084967320261437, 0.09758169934640522, 0.0892156862745098]",-0.221628462410184,0.3692081925235299,"[0.6730369675579289, -0.5227345530732039, 0.18181086868741148, -0.5214882356739616, -0.43489261176711147, -0.051410228221039175, -0.3218543873525491, -0.20270341245124313, 0.18454585050797612, -0.5248490629613544, -0.7569518859660171, -0.4057150340240186, 0.13163637591426308, -0.5580728775873309, -0.19478470974251014]",0.06405379587732529,0.017836341802381063,"[0.05192307692307694, 0.037450980392156864, 0.060196078431372535, 0.0692156862745098, 0.07941176470588235, 0.05461538461538461, 0.08176470588235293, 0.04372549019607843, 0.05235294117647058, 0.08333333333333334, 0.09230769230769231, 0.08529411764705883, 0.04686274509803921, 0.08058823529411765, 0.04176470588235294]",0.7915315165772235,0.07527326207941634,"[0.8778183003866722, 0.8421341839721952, 0.920491193478321, 0.8373096871161914, 0.7431235309879309, 0.8006551473766137, 0.7469351455409149, 0.8753104542737704, 0.6946998024317753, 0.6627661839569509, 0.7489462040247848, 0.6841137826215218, 0.7893569684397569, 0.7839363774844919, 0.8653757865664627]",0.659769154412234,0.1014716590538656,"[0.5282704746032694, 0.7319953859884036, 0.7211838777602089, 0.7034941872516206, 0.741124566345011, 0.6773973286385151, 0.758495860317721, 0.6335424269007668, 0.7021204589668578, 0.4210097666028306, 0.7540773741594261, 0.7277869555422537, 0.5952257080744904, 0.7130057047937026, 0.4878072402384318]",0.8917412020720794,0.052213541666666675,0.10237847222222221,0.05311611815900418,0.6765342280466933,-0.22093893084689353,0.7882366938890041,0.23034056112835932,,11.226
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),XGBR,,,,,0.8328888888888889,0.8126060606060606,0.1994128799584338,0.06262198943022322,"[0.14348342768275732, 0.17408352091469492, 0.29576153946999, 0.23128701449667113, 0.19643582359702608, 0.12747797279432563, 0.27302029848633796, 0.09681030674617067, 0.311705552052808, 0.1670740809568777, 0.20889083653580476, 0.1258424880365532, 0.24021280683015367, 0.23698780596884894, 0.16211972480748607]",0.8781908444977219,0.07504421821084264,"[0.9359198285531523, 0.9280882041719171, 0.7146232508947898, 0.8468973435287299, 0.9042409240283069, 0.9514582268636267, 0.813504234896481, 0.971427134016919, 0.75078097628857, 0.920691655965872, 0.90196343682422, 0.953980422567787, 0.8054920327682669, 0.8536642348031057, 0.9201307612940852]",0.10684557368883708,0.026089660017817443,"[0.09571019455093702, 0.11208162323790528, 0.12512535945584422, 0.12032394190417466, 0.10161854386590533, 0.07659772902576487, 0.1498292138815319, 0.06334528512504654, 0.15737951178138426, 0.09480545247332701, 0.1049220506289638, 0.07885760517359579, 0.11943601049887606, 0.12536272990312505, 0.07728835382617413]",,,,,,,,,,,,,,,,0.8799395460030107,,,,,,,,,9.649
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),NGB,,,,,0.9233131313131313,0.9194343434343434,0.20550919077766913,0.03358204651512005,"[0.16441056582594554, 0.19062355868643663, 0.1889948366805839, 0.25527844074355427, 0.25030730650200556, 0.15493112391170835, 0.25101881916628926, 0.17283057366718105, 0.24365786368356684, 0.18850669937934297, 0.2278133523833425, 0.16360832869449057, 0.22824437862079452, 0.20165815948591523, 0.2007538542338802]",0.8799351911539709,0.03578027615152961,"[0.9158644327780479, 0.9137740562338134, 0.883470718408712, 0.8134872597581451, 0.844516031665425, 0.9282994178322068, 0.8423508386843468, 0.9089349448890639, 0.8477164547887275, 0.8990388476678397, 0.8833975569918013, 0.9222144636454702, 0.8243916105996995, 0.894042895812535, 0.8775283375537298]",0.13904128346848202,0.018959491285663446,"[0.12147470857753645, 0.14008177091522545, 0.12074395115030463, 0.14775903300374513, 0.17116592211849302, 0.10490153221065857, 0.172311175263603, 0.11761651342669652, 0.153866002031405, 0.1433538973621971, 0.14510883684017795, 0.12301546735770247, 0.1558434331409988, 0.13901708522995632, 0.12935992339852978]",0.08345835428188372,0.03423818382955941,"[0.08717948717948722, 0.06764705882352945, 0.03248366013071897, 0.06189542483660135, 0.12764705882352945, 0.027051282051282065, 0.10620915032679742, 0.10359477124183009, 0.11339869281045756, 0.1179738562091504, 0.03346153846153849, 0.08450980392156866, 0.14150326797385626, 0.06869281045751638, 0.0786274509803922]",-0.061763142749645304,0.3898456436713252,"[-0.4465779028355231, -0.27754941246592163, -0.07060901267842994, -0.18788097782696028, 0.13694199776839178, -0.8029115674382699, 0.5274592385063062, 0.17882399698384, 0.27579423352534493, -0.08164318213593535, -0.35792584494544016, -0.5136718737268724, 0.6802641331173146, -0.2269444458457123, 0.23998347875318804]",0.051743086978381106,0.016287205117706035,"[0.039999999999999994, 0.04372549019607843, 0.01509803921568626, 0.05156862745098041, 0.07588235294117648, 0.06923076923076923, 0.05196078431372551, 0.042156862745098035, 0.059411764705882365, 0.06686274509803922, 0.02730769230769231, 0.04607843137254903, 0.06647058823529414, 0.06960784313725489, 0.05078431372549019]",0.5720013592234303,0.10564583655730267,"[0.4579545860026035, 0.5135261990628026, 0.4636481956739439, 0.7675660727490751, 0.6692151175652807, 0.6025110627892556, 0.5655244678272267, 0.474000601056, 0.6863876782074533, 0.5341014094128239, 0.7457268552684667, 0.394888091129334, 0.5129189531961016, 0.607446191235924, 0.584604907175163]",0.5485732517260361,0.11130680373648275,"[0.5303874538882137, 0.47592108209166767, 0.49127651445414766, 0.6907165512139195, 0.7223605080828598, 0.45591412533042824, 0.6328082978732277, 0.4106724659163588, 0.5464050749067664, 0.34139941698289855, 0.6313115382249616, 0.6136610940105397, 0.4067252057955059, 0.663710011999951, 0.615329435119095]",0.8807507002830802,0.035546874999999985,0.08033854166666671,0.039344476523169934,0.5618287214384594,-0.06361486916497051,0.599897673159078,0.11531820364100735,,13.577
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),GPytorchMAP,,Matern32,sum,0.838949494949495,,,0.26483094665006573,0.04159138565817861,"[0.2748520841489089, 0.24483048254358866, 0.23694679888210507, 0.28311816663898376, 0.3134518736081235, 0.24863240532208608, 0.2647265637112462, 0.21334715967412304, 0.384748087123254, 0.2367005324570369, 0.24335235919693196, 0.22513312603389082, 0.28365490850970876, 0.2862998499971382, 0.23266980190386066]",0.7999292642481911,0.06322972744029255,"[0.7648644753521938, 0.8577619506859009, 0.8168373654102713, 0.7705882274865338, 0.7561738379048077, 0.8153451146797888, 0.8246627685622677, 0.8612335932863464, 0.6202961041586806, 0.8408160819467109, 0.8669483019358881, 0.8527121788700224, 0.7287775180849403, 0.7864297661253014, 0.8354916792332094]",0.1704640796875164,0.027373506626924393,"[0.16821718767434227, 0.18143735765724556, 0.15063106256914233, 0.1657747914691434, 0.20372504697973, 0.15436871522235066, 0.16960799730001422, 0.11768978294414675, 0.22806315402272184, 0.16786416613528005, 0.15381480184061253, 0.16521450567022578, 0.18917181213967668, 0.20652593780138145, 0.13485487588673242]",0.12639165409753644,0.04539916142194637,"[0.10999999999999999, 0.07941176470588233, 0.1872549019607843, 0.14712418300653596, 0.08006535947712418, 0.13076923076923075, 0.12960784313725493, 0.2290849673202614, 0.0830718954248366, 0.12398692810457515, 0.1296153846153846, 0.14215686274509798, 0.06503267973856208, 0.07614379084967317, 0.18254901960784314]",0.06796082825729759,0.1720750502582614,"[0.008207029232894548, 0.0391688076006133, -0.14425820417952884, 0.2085739040979098, 0.25429550906487025, -0.04866703248149007, 0.004402601797309503, -0.10449810466946409, 0.5235724591336567, 0.0034099969728418464, 0.041992073507499436, -0.030510099809588704, 0.2939666735757531, 0.0388728539983028, -0.06911604398211559]",0.06734841628959276,0.01869091109039413,"[0.059615384615384626, 0.045686274509803934, 0.09117647058823529, 0.0696078431372549, 0.06607843137254901, 0.07115384615384615, 0.061764705882352944, 0.11470588235294119, 0.05196078431372547, 0.061764705882352944, 0.06769230769230768, 0.06764705882352942, 0.04176470588235291, 0.0484313725490196, 0.09117647058823528]",0.32602702180544535,0.05985572033724138,"[0.21965910494327545, 0.3290972113609314, 0.3257039487361908, 0.4547923803329468, 0.36781343817710876, 0.31495344638824463, 0.2785400152206421, 0.3116956353187561, 0.38999447226524353, 0.34216904640197754, 0.2415117770433426, 0.3058275878429413, 0.4141291379928589, 0.3069254159927368, 0.28759270906448364]",0.28946192189675535,0.12443567349295476,"[0.31055900628192196, 0.16322374859422428, 0.4996605920149639, 0.14963339014693802, 0.3538861884849476, 0.20497822858902756, 0.2322676984236639, 0.31241798432196405, 0.36479668015682815, 0.3354152609077822, 0.01835880822605329, 0.4200285096899334, 0.19273673615823422, 0.3273599434169615, 0.456606053037886]",0.8022700741072921,0.06171875,0.12336805555555555,0.06478081485303733,0.19384360047854124,0.06769735626030933,0.341934703250296,0.26503408902014297,23.845,
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),GPytorchMAP,,Matern32,product,0.9317979797979798,,,0.22159178961493092,0.0492010782229331,"[0.15898057609581537, 0.26771829746740794, 0.20578060409517324, 0.1895903884054773, 0.2850748484566529, 0.20678768892515556, 0.2363151784360112, 0.1234665169045547, 0.2326412444237282, 0.3114968542361489, 0.16493509677420495, 0.19511174836644035, 0.26833167976119787, 0.23867031181248965, 0.23897581006350604]",0.8562466858196249,0.0609807795211916,"[0.9213301518639433, 0.8299248277305398, 0.8618521705581219, 0.8971242869573072, 0.7983230026255754, 0.8722694747073315, 0.8602787911745333, 0.953526112237929, 0.8611756850473113, 0.7243182287312604, 0.9388811098951635, 0.8893745945648196, 0.7572892691103527, 0.8515790239505571, 0.8264535581396287]",0.12222287163221472,0.024652132304696067,"[0.08984852574846137, 0.15583809420421546, 0.11069543812200258, 0.11305245509156994, 0.16027310033312636, 0.11276697073769407, 0.12280302759988648, 0.0848244899766884, 0.15683153024479032, 0.12578335100558982, 0.09866578756458347, 0.11570383562285558, 0.16256465196257855, 0.12002982222572274, 0.10366199404345572]",0.19661990950226246,0.043355047398565195,"[0.21474358974358979, 0.1133986928104575, 0.24411764705882352, 0.20816993464052286, 0.16281045751633985, 0.21256410256410257, 0.19967320261437907, 0.22777777777777777, 0.12490196078431372, 0.24673202614379083, 0.2051282051282051, 0.20359477124183, 0.12098039215686274, 0.2245098039215686, 0.2401960784313725]",-0.2918046180244901,0.2078909923877664,"[-0.5165502039421448, -0.21853874404993529, -0.4653935466528242, -0.38657886360689336, 0.11833786565166071, -0.2368429947584874, -0.31672896964721803, -0.5456927612831649, -0.019297886342548805, -0.23099563926757213, -0.4789267618366244, -0.4166593567266172, 0.11852597376067497, -0.37653656277379927, -0.405190818891857]",0.1000010055304173,0.020796409565518696,"[0.10769230769230767, 0.05784313725490196, 0.12254901960784312, 0.09901960784313726, 0.09078431372549017, 0.11730769230769231, 0.09901960784313725, 0.11274509803921569, 0.061764705882352944, 0.12254901960784315, 0.09423076923076924, 0.10294117647058823, 0.07235294117647058, 0.11470588235294119, 0.1245098039215686]",0.4859738806883494,0.0371953054637096,"[0.3984623849391937, 0.49389538168907166, 0.5404300093650818, 0.5233092904090881, 0.504910409450531, 0.5059286952018738, 0.4899011254310608, 0.5033624768257141, 0.532583475112915, 0.46488624811172485, 0.41930973529815674, 0.48297831416130066, 0.48880165815353394, 0.47464269399642944, 0.46620631217956543]",0.39492316233879143,0.11834954774850065,"[0.13271861862962137, 0.4275855837168908, 0.41783952957831366, 0.44808078259278117, 0.5837764490352715, 0.26376910981524937, 0.31512738165210646, 0.5505455886595283, 0.4362171716317009, 0.42272008323825205, 0.3981299690882487, 0.5368690194959459, 0.22206132057488973, 0.36510091560520397, 0.40330591176786795]",0.8584016940333408,0.09661458333333334,0.19483506944444443,0.09860292138204121,0.3948356970159583,-0.29226933584456377,0.4905160947094081,0.22890155490798256,25.599,
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),GPytorchMAP,,Matern52,sum,0.8194747474747475,,,0.2786015508651684,0.029027440989042304,"[0.28940807610344954, 0.254877027430398, 0.2524880248100786, 0.28313228403998864, 0.32191521972064896, 0.29113879393096964, 0.2693654146666671, 0.23845035680252447, 0.3522188310740561, 0.2503840507735183, 0.28813362807923654, 0.24978058479705473, 0.2797412288963265, 0.2929102957191094, 0.2650794461334997]",0.7811646079844995,0.043462582629861364,"[0.7392997357316851, 0.8458490528884305, 0.7920223053533829, 0.7705653481441485, 0.7428292433661492, 0.7468106135917232, 0.818463997821106, 0.8266568976079464, 0.6817874840225666, 0.8218794437357704, 0.8134749370259791, 0.8186968330355897, 0.7362101771896827, 0.7764535606286673, 0.786469489624665]",0.1913763644862865,0.017144470670147658,"[0.19078837946141336, 0.19348004120755488, 0.18000082130550824, 0.16389303217117987, 0.22175643116083474, 0.20087361881238935, 0.20337275639907593, 0.1653645760131019, 0.21475405159032127, 0.177664840664776, 0.19689737781268002, 0.18734410141106597, 0.18880173858745153, 0.21396583280483114, 0.1716878678921131]",0.08758823529411766,0.031685078986613956,"[0.09307692307692308, 0.05522875816993461, 0.13169934640522873, 0.15496732026143792, 0.05718954248366013, 0.04358974358974358, 0.05679738562091502, 0.11928104575163398, 0.08398692810457516, 0.09771241830065357, 0.07833333333333332, 0.10163398692810456, 0.06503267973856208, 0.057843137254901936, 0.11745098039215685]",0.13347899381035025,0.10440895010173226,"[0.18405065961528513, 0.07180113619278013, -0.027203984876009623, 0.20769477981363457, 0.28978227820688884, 0.17000630825136298, 0.09916433008544781, 0.009784799229151946, 0.2724631025278245, 0.05360236504916068, 0.23766781734184345, 0.024712539723208832, 0.28935851117487543, 0.06122036900997546, 0.05807989580982335]",0.05163448969331321,0.012415292593101371,"[0.04692307692307692, 0.03980392156862747, 0.0696078431372549, 0.07549019607843137, 0.031176470588235285, 0.036923076923076927, 0.04450980392156862, 0.05980392156862746, 0.05745098039215686, 0.04999999999999999, 0.05576923076923077, 0.057843137254901957, 0.04254901960784313, 0.04058823529411763, 0.06607843137254901]",0.29545730650424956,0.07025791287571076,"[0.19145551323890686, 0.3268810212612152, 0.28091007471084595, 0.4566592276096344, 0.2550402879714966, 0.2892589271068573, 0.2501122057437897, 0.24731792509555817, 0.3661215305328369, 0.28158387541770935, 0.23330609500408173, 0.30138200521469116, 0.4235706627368927, 0.29973897337913513, 0.22852127254009247]",0.2817138852895359,0.11842793904742238,"[0.31619389134435677, 0.205624816637692, 0.4625967368514592, 0.1599529342950027, 0.2539653823244918, 0.26852544452143234, 0.24339917198926322, 0.3716782569603427, 0.30496278298966595, 0.15152749878818714, 0.07851592634351627, 0.4898070016035164, 0.16789229658301222, 0.2958186273315838, 0.4552475107795168]",0.7839891706539068,0.044401041666666675,0.08269965277777776,0.04381549454075994,0.21069774895395463,0.13372806957415304,0.31016770305275887,0.274828051449731,28.773,
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),GPytorchMAP,,Matern52,product,0.8713535353535353,,,0.22906213251563953,0.05599067153448282,"[0.15428418651612288, 0.2791427510329805, 0.20727525276552722, 0.1993847572171673, 0.30444694675007883, 0.20384362752823587, 0.23932427824722388, 0.12569524444153754, 0.2446006263780166, 0.3275229708412526, 0.16778517112098218, 0.19507490247204248, 0.3003713900559435, 0.236271032287587, 0.25090885007989433]",0.8445660459288301,0.07481766779323065,"[0.9259094175429382, 0.8150997411562697, 0.859838060979934, 0.8862204705263493, 0.769982007683904, 0.8758806142369233, 0.856697879838419, 0.9518331433264655, 0.846535741891393, 0.6952215545774774, 0.9367505941606825, 0.8894163727474821, 0.6958679368290078, 0.8545480862270874, 0.8086890672081173]",0.12676700749144634,0.027570684625166347,"[0.08989784035133622, 0.15972539803072583, 0.11274016974889742, 0.11867686109087187, 0.17463643950628813, 0.11204735815952628, 0.1271473856605706, 0.08626086841829332, 0.16397452726523098, 0.12924951734344306, 0.1023022883575224, 0.1165139491044091, 0.17242908393283826, 0.12821449480851987, 0.1076889305932221]",0.1845319255907491,0.04261908573594653,"[0.20833333333333337, 0.10790849673202614, 0.23496732026143788, 0.1944444444444444, 0.139281045751634, 0.2055128205128205, 0.1773202614379085, 0.22058823529411764, 0.11509803921568627, 0.23758169934640522, 0.1858974358974359, 0.1937908496732026, 0.11705882352941174, 0.20555555555555555, 0.22464052287581696]",-0.24448491203967473,0.28112123497580815,"[-0.5338317660946494, -0.17549062904625884, -0.47119980683368773, -0.36158717270524976, 0.3650237303124646, -0.24656884562690187, -0.308690634841696, -0.5594243283468704, 0.033372585843573555, -0.16861777048154078, -0.4779798492885761, -0.42656398160625547, 0.35967027045474537, -0.34105894425190836, -0.3543265380823093]",0.09467672197083962,0.019984581585859397,"[0.1, 0.05392156862745099, 0.12254901960784315, 0.09117647058823532, 0.08294117647058823, 0.10769230769230768, 0.08529411764705883, 0.10686274509803924, 0.06372549019607841, 0.11862745098039218, 0.08461538461538462, 0.10098039215686275, 0.07431372549019608, 0.10490196078431373, 0.12254901960784312]",0.5024623235066732,0.04169632069438144,"[0.39155909419059753, 0.5077809691429138, 0.5559343695640564, 0.5301265716552734, 0.5345725417137146, 0.5230574011802673, 0.5124079585075378, 0.5166405439376831, 0.5572757720947266, 0.4854525327682495, 0.4383923411369324, 0.5042204856872559, 0.5092722177505493, 0.49779945611953735, 0.4724425971508026]",0.3989214800867875,0.1294485500352926,"[0.1807005187067183, 0.5114374290579214, 0.41797529461554267, 0.4047166660432423, 0.5939133424138685, 0.2686363287402961, 0.2630376253529629, 0.5518584594819217, 0.4205571652626857, 0.3957909130533741, 0.3544530834713824, 0.5014820021960614, 0.14408869873862826, 0.49733007715681604, 0.47784459701039106]",0.8472201441034375,0.09127604166666667,0.18190104166666665,0.0948762602681872,0.39651007271471056,-0.24516840503570622,0.5101273762843334,0.2255519932562796,27.956,
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),GPytorchMAP,,RBF,sum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robust Learning from Literature Data_Model Generalizability and Uncertainty for Predicting Conjugated Polymer Solution Conformation,target_log Rg (nm),GPytorchMAP,,RBF,product,0.8392727272727273,,,0.23076906735576308,0.06459755761055126,"[0.14479132495926716, 0.2890917225986423, 0.20922288762582159, 0.1815883939564728, 0.3078967032245662, 0.19937927692693438, 0.24356022772907818, 0.1278818643722948, 0.24959502450033053, 0.3433587458990835, 0.1743345539120761, 0.16142035990126394, 0.32706913241056274, 0.24405532772641272, 0.25829046459363947]",0.8393120937865334,0.0905127040664893,"[0.9347462817287132, 0.8016847442093877, 0.8571916591018997, 0.9056251224983572, 0.7647397034722365, 0.8812577230694651, 0.8515801996475109, 0.9501427259046489, 0.8402047145034359, 0.665036914568079, 0.931716425190272, 0.9242810371318604, 0.6394012663478335, 0.8448059496482923, 0.7972669397760083]",0.1285821883712356,0.0295227319352682,"[0.09047578973028808, 0.1625042577301995, 0.11509347264310436, 0.1077438118454402, 0.1784614676251112, 0.11225171336841216, 0.13230655873828148, 0.08733043019213887, 0.16742636268775044, 0.13875385525236017, 0.11164904289210877, 0.10653387540822064, 0.1805404399074393, 0.12623539729540514, 0.11142635025227417]",0.1755899111781465,0.042742877244641604,"[0.19487179487179485, 0.10725490196078431, 0.22973856209150323, 0.21470588235294116, 0.12359477124183006, 0.19461538461538458, 0.1537908496732026, 0.2107843137254902, 0.11836601307189541, 0.21666666666666667, 0.1442307692307692, 0.19248366013071896, 0.11052287581699345, 0.2029411764705882, 0.21928104575163396]",-0.21530728172199826,0.3236259200900158,"[-0.5393737268661183, -0.123824359578552, -0.47064966896483057, -0.3605669206237979, 0.4193109530619384, -0.2622280301924632, -0.2888416505291052, -0.565887951372858, 0.06035780233261474, -0.12093700163742219, -0.4451373149931047, -0.4685886888300752, 0.5689344255211911, -0.3366153986822002, -0.29556169447519043]",0.09113273001508297,0.019473312164450203,"[0.09038461538461538, 0.05588235294117647, 0.11666666666666667, 0.10294117647058823, 0.07431372549019608, 0.1057692307692308, 0.07549019607843137, 0.10490196078431376, 0.06529411764705882, 0.10490196078431373, 0.0673076923076923, 0.10686274509803921, 0.07470588235294118, 0.1088235294117647, 0.1127450980392157]",0.5103949725627899,0.05104265503964285,"[0.36715060472488403, 0.5223986506462097, 0.5753019452095032, 0.5192022919654846, 0.5591261386871338, 0.5400899052619934, 0.5308729410171509, 0.5315237045288086, 0.5592755079269409, 0.49798157811164856, 0.45239460468292236, 0.5248793363571167, 0.5348769426345825, 0.46361660957336426, 0.4772338271141052]",0.3880442040249988,0.1268007992403322,"[0.2383727135502752, 0.5353757054666669, 0.46504050752158044, 0.3201611652973776, 0.5481163062569929, 0.3106908080488135, 0.24087062787681834, 0.5699217511417484, 0.4250831786641352, 0.3825752530634844, 0.3864315657069961, 0.463379868479306, 0.10901685780821466, 0.329079556058632, 0.49654719543394027]",0.8422313865646416,0.08658854166666667,0.17276041666666664,0.09011214645280081,0.36781065520466927,-0.216089590760703,0.519768203719729,0.22189212386729196,22.975,
Beyond molecular structure_ critically assessing machine learning for designing organic photovoltaic materials and devices,target_calculated PCE (%),RF,,,,,0.9703540903540904,0.862954822954823,2.2016169284800373,0.17269397600761946,"[2.167104723816711, 2.3921090133455087, 1.9130467412009597, 2.2620120287722223, 2.2125907797734174, 2.323630417393701, 1.9919021633327196, 2.1181511714288987, 2.1024945461706412, 2.310080886583156, 2.197536902364794, 1.866271142371711, 2.4836791031071015, 2.3868652427455284, 2.296779064793495]",0.48691219821947546,0.05780320173052131,"[0.4653067981040595, 0.45520003956517974, 0.5985536997939436, 0.4845182151107795, 0.4861582636342868, 0.4359290705088552, 0.5880629724556752, 0.4756512163580252, 0.5551174705952069, 0.4444915750776024, 0.5097587043340248, 0.4759985011105917, 0.48933660713087634, 0.3601699299780926, 0.4794299095349328]",1.6592375349406825,0.11267701900738018,"[1.617451686109039, 1.8093203270171132, 1.494610629647395, 1.6563233915263513, 1.6702626525138955, 1.718557419201637, 1.50002645384415, 1.7186823590293068, 1.548233817368267, 1.7101925239780158, 1.7498545507140777, 1.4470141262256628, 1.8422140665968978, 1.6797293346761368, 1.726089685662291]",0.02806785356785357,0.012882446899573583,"[0.024464285714285695, 0.0317261904761905, 0.03476190476190475, 0.021171171171171177, 0.025675675675675663, 0.021369047619047638, 0.062499999999999986, 0.023988095238095235, 0.01672672672672673, 0.01912912912912914, 0.023392857142857146, 0.054464285714285694, 0.023690476190476206, 0.02075075075075075, 0.01720720720720722]",2.1741736457548417,0.09922905348273006,"[2.1498252480735993, 2.2194202893626955, 2.0886358617906557, 2.227281283383618, 2.139577813681375, 2.1579742763793606, 2.0679451360851853, 2.1112086813760995, 2.069167776147767, 2.224454336480888, 2.220466154823682, 1.9968378210311104, 2.401940325726378, 2.293714513905874, 2.2441551680743324]",0.030238631488631488,0.01487264254474867,"[0.012857142857142867, 0.0444642857142857, 0.027857142857142848, 0.01756756756756756, 0.03558558558558559, 0.014821428571428569, 0.04410714285714286, 0.06696428571428571, 0.01234234234234236, 0.03576576576576577, 0.03035714285714286, 0.04142857142857143, 0.029821428571428565, 0.028378378378378376, 0.011261261261261247]",0.30433542722970003,0.023814770191929405,"[0.3248586496233864, 0.2719581316203692, 0.2908641135709189, 0.3009761837366438, 0.2879801039932598, 0.3395706301180061, 0.3255643044189484, 0.3031375060234284, 0.2738263517138366, 0.3064188049208046, 0.26979088229985765, 0.3442285218954414, 0.2867049499147066, 0.3335127641283891, 0.3056395104675044]",0.3137791494832479,0.07582967411548583,"[0.32715174086855503, 0.3362746437967677, 0.2748024114247806, 0.24886802386802384, 0.29484029484029484, 0.2728072573205316, 0.3982873128786835, 0.436344688557078, 0.30644963144963144, 0.25266760266760263, 0.4322539725937792, 0.3251194287076226, 0.12297126456418492, 0.33694865281086694, 0.3409003159003159]",0.49090210593130246,0.01813620071684587,0.00990840302668258,0.019555560298995186,0.3084703766255027,2.1740820633073232,0.30666063938374916,2.0902755468659913,,19.069
