metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.5443402625273706,52,0,0
rmse,0,0.5115770211111894,51,0,1
rmse,0,0.5541805367830995,51,0,2
rmse,0,0.43865379585197206,51,0,3
rmse,0,0.6847173550141452,51,0,4
rmse,0,0.5380353752720978,52,1,0
rmse,0,0.508268590870418,51,1,1
rmse,0,0.5181515939693361,51,1,2
rmse,0,0.5141225661453381,51,1,3
rmse,0,0.6302021471407363,51,1,4
rmse,0,0.53785775688612,52,2,0
rmse,0,0.5270672352251293,51,2,1
rmse,0,0.5189900035522211,51,2,2
rmse,0,0.6247866593475828,51,2,3
rmse,0,0.5231117045053475,51,2,4
rmse,0,0.6360227815350402,52,3,0
rmse,0,0.6044192735644578,51,3,1
rmse,0,0.4854101275598557,51,3,2
rmse,0,0.5255255950647513,51,3,3
rmse,0,0.4867280193054069,51,3,4
rmse,0,0.5741391605863421,52,4,0
rmse,0,0.6125790901841479,51,4,1
rmse,0,0.5241398059329122,51,4,2
rmse,0,0.4851113179310598,51,4,3
rmse,0,0.5133275404834988,51,4,4
