metric,no_targets_columns,value,n_samples,seed,split
rmse,0,2.2339084892736394,112,0,0
rmse,0,2.162900427794148,112,0,1
rmse,0,2.2321024639042006,112,0,2
rmse,0,2.067013823976121,111,0,3
rmse,0,2.0684992310673125,111,0,4
rmse,0,1.7784898632036437,112,1,0
rmse,0,2.4188180833605553,112,1,1
rmse,0,2.078404858015199,112,1,2
rmse,0,2.3374014970738415,111,1,3
rmse,0,2.2540672867257863,111,1,4
rmse,0,2.257790690952333,112,2,0
rmse,0,2.1129929557025338,112,2,1
rmse,0,2.05129010694925,112,2,2
rmse,0,2.437406453837533,111,2,3
rmse,0,2.1213940079694957,111,2,4
rmse,0,2.193628906142411,112,3,0
rmse,0,2.226233193265216,112,3,1
rmse,0,2.363587205201961,112,3,2
rmse,0,2.0148250445876683,111,3,3
rmse,0,2.308120912661972,111,3,4
rmse,0,2.0926590143777553,112,4,0
rmse,0,2.306330266301021,112,4,1
rmse,0,2.0370916714758946,112,4,2
rmse,0,2.345505074184738,111,4,3
rmse,0,2.2647319722029016,111,4,4
