metric,no_targets_columns,value,n_samples,seed,split
rmse,0,13.080006519831825,64,0,0
rmse,0,13.614332869633442,64,0,1
rmse,0,11.112836758336336,64,0,2
rmse,0,13.687319227745833,63,0,3
rmse,0,11.399899790987376,63,0,4
rmse,0,11.809764852869625,64,1,0
rmse,0,13.125314309246379,64,1,1
rmse,0,12.721233956747689,64,1,2
rmse,0,13.33928459777312,63,1,3
rmse,0,12.561527174407873,63,1,4
rmse,0,13.824428786896299,64,2,0
rmse,0,14.501630666640736,64,2,1
rmse,0,10.04658749868378,64,2,2
rmse,0,11.056304738220454,63,2,3
rmse,0,15.086776444785565,63,2,4
rmse,0,12.04262977877574,64,3,0
rmse,0,11.778290554900584,64,3,1
rmse,0,14.08161831087376,64,3,2
rmse,0,10.769952128961899,63,3,3
rmse,0,12.103708995603686,63,3,4
rmse,0,14.126721818942244,64,4,0
rmse,0,11.513503478664934,64,4,1
rmse,0,13.276250392219021,64,4,2
rmse,0,11.48117727859435,63,4,3
rmse,0,13.076292725377046,63,4,4
