metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.5424368847712919,52,0,0
rmse,0,0.5103823090561163,51,0,1
rmse,0,0.5548619090924634,51,0,2
rmse,0,0.4406219554610151,51,0,3
rmse,0,0.6887168456130254,51,0,4
rmse,0,0.5387918511550241,52,1,0
rmse,0,0.5054969629607354,51,1,1
rmse,0,0.5173287780367984,51,1,2
rmse,0,0.5168190734687675,51,1,3
rmse,0,0.6294467598764695,51,1,4
rmse,0,0.5376934771236616,52,2,0
rmse,0,0.5249062712464564,51,2,1
rmse,0,0.518377053929415,51,2,2
rmse,0,0.6249288923674492,51,2,3
rmse,0,0.5237562731196329,51,2,4
rmse,0,0.6358509037983273,52,3,0
rmse,0,0.6075584218828247,51,3,1
rmse,0,0.48542586865312193,51,3,2
rmse,0,0.5272845169041939,51,3,3
rmse,0,0.4836653710221004,51,3,4
rmse,0,0.5684900828322776,52,4,0
rmse,0,0.615041678270137,51,4,1
rmse,0,0.5252282414956756,51,4,2
rmse,0,0.48407362406274307,51,4,3
rmse,0,0.5113981539677653,51,4,4
