metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.843058715535541,64,0,0
rmse,0,14.00468391761417,64,0,1
rmse,0,9.500817824748507,64,0,2
rmse,0,11.103660091845494,63,0,3
rmse,0,10.765032795611006,63,0,4
rmse,0,10.720436658018798,64,1,0
rmse,0,12.625616058848076,64,1,1
rmse,0,14.110168309313593,64,1,2
rmse,0,16.698578316017826,63,1,3
rmse,0,10.891447494458347,63,1,4
rmse,0,19.854771372021347,64,2,0
rmse,0,11.692342780505545,64,2,1
rmse,0,10.020276584707014,64,2,2
rmse,0,10.311284828954975,63,2,3
rmse,0,18.65738360705251,63,2,4
rmse,0,12.93963654301896,64,3,0
rmse,0,15.291378128714092,64,3,1
rmse,0,11.521940250689065,64,3,2
rmse,0,11.374889373269994,63,3,3
rmse,0,13.182924658805396,63,3,4
rmse,0,13.54942609046673,64,4,0
rmse,0,16.875931028164917,64,4,1
rmse,0,10.44200709104038,64,4,2
rmse,0,9.28329445175711,63,4,3
rmse,0,12.257835303899437,63,4,4
