metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.36083406646220023,52,0,0
rmse,0,0.3748898243304421,51,0,1
rmse,0,0.5505410728701389,51,0,2
rmse,0,0.6128130910861199,51,0,3
rmse,0,0.5263092299651463,51,0,4
rmse,0,0.4661413065817902,52,1,0
rmse,0,0.543476794929448,51,1,1
rmse,0,0.45323268083441304,51,1,2
rmse,0,0.33574017543599205,51,1,3
rmse,0,0.647257460109103,51,1,4
rmse,0,0.6338150069980184,52,2,0
rmse,0,0.5381231171327634,51,2,1
rmse,0,0.40499696118044937,51,2,2
rmse,0,0.42585697480431306,51,2,3
rmse,0,0.3838627718890659,51,2,4
rmse,0,0.38570063554427475,52,3,0
rmse,0,0.32679769289084015,51,3,1
rmse,0,0.5655016724198867,51,3,2
rmse,0,0.4544807059517047,51,3,3
rmse,0,0.6434090595866147,51,3,4
rmse,0,0.5545426373708148,52,4,0
rmse,0,0.4772941864254316,51,4,1
rmse,0,0.6164925350368686,51,4,2
rmse,0,0.3295337452454647,51,4,3
rmse,0,0.5746463244001262,51,4,4
