metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.015893548338568,64,0,0
rmse,0,10.838798175495285,64,0,1
rmse,0,10.20443713892041,64,0,2
rmse,0,12.445077715472472,63,0,3
rmse,0,10.329128332036463,63,0,4
rmse,0,11.616441425320987,64,1,0
rmse,0,17.9431022299438,64,1,1
rmse,0,10.136001977658797,64,1,2
rmse,0,14.19952979652242,63,1,3
rmse,0,9.883182085430906,63,1,4
rmse,0,16.97878115826302,64,2,0
rmse,0,11.056856269122727,64,2,1
rmse,0,13.780245425180555,64,2,2
rmse,0,11.167824255465076,63,2,3
rmse,0,13.448342443876298,63,2,4
rmse,0,12.089374544238789,64,3,0
rmse,0,8.344933217100499,64,3,1
rmse,0,11.566942587909072,64,3,2
rmse,0,11.26304894254467,63,3,3
rmse,0,9.642792558918433,63,3,4
rmse,0,10.450698543641764,64,4,0
rmse,0,14.471189758055964,64,4,1
rmse,0,13.38272030813121,64,4,2
rmse,0,10.822467970982832,63,4,3
rmse,0,13.343180691971542,63,4,4
