metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.37009963307811017,52,0,0
rmse,0,0.367895773571135,51,0,1
rmse,0,0.5516034960174382,51,0,2
rmse,0,0.6110743548631777,51,0,3
rmse,0,0.533906410261141,51,0,4
rmse,0,0.4576685155517475,52,1,0
rmse,0,0.5425561473341799,51,1,1
rmse,0,0.4646967441956455,51,1,2
rmse,0,0.32879769599492675,51,1,3
rmse,0,0.6525699540314236,51,1,4
rmse,0,0.6279683074336901,52,2,0
rmse,0,0.5318098340414253,51,2,1
rmse,0,0.42682846177568184,51,2,2
rmse,0,0.4250432490993509,51,2,3
rmse,0,0.39625742381966195,51,2,4
rmse,0,0.3737824988090555,52,3,0
rmse,0,0.3194155500529476,51,3,1
rmse,0,0.5541928285630247,51,3,2
rmse,0,0.47373088689748966,51,3,3
rmse,0,0.6503253011401704,51,3,4
rmse,0,0.5459822248138274,52,4,0
rmse,0,0.4744915973600227,51,4,1
rmse,0,0.621971016239745,51,4,2
rmse,0,0.3532454652674263,51,4,3
rmse,0,0.5678505535014567,51,4,4
