metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.5430687468573498,52,0,0
rmse,0,0.5121656928681025,51,0,1
rmse,0,0.5550445972585452,51,0,2
rmse,0,0.43969157242832146,51,0,3
rmse,0,0.6891593614723603,51,0,4
rmse,0,0.5394613179019884,52,1,0
rmse,0,0.5107879237976924,51,1,1
rmse,0,0.5160420428398547,51,1,2
rmse,0,0.5179657041626968,51,1,3
rmse,0,0.629510477613221,51,1,4
rmse,0,0.5382425650869787,52,2,0
rmse,0,0.5240842591546686,51,2,1
rmse,0,0.5185476136178871,51,2,2
rmse,0,0.6255944758365443,51,2,3
rmse,0,0.5245319236966399,51,2,4
rmse,0,0.6379834961053625,52,3,0
rmse,0,0.6087701242058945,51,3,1
rmse,0,0.48591420863879325,51,3,2
rmse,0,0.5263423307214676,51,3,3
rmse,0,0.4831502948915344,51,3,4
rmse,0,0.5716807038820692,52,4,0
rmse,0,0.6127246742502467,51,4,1
rmse,0,0.5247483095033643,51,4,2
rmse,0,0.4847037736461672,51,4,3
rmse,0,0.5124681652595724,51,4,4
