metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.809740355821571,64,0,0
rmse,0,17.674473811056426,64,0,1
rmse,0,10.487090423446597,64,0,2
rmse,0,16.960143714559237,63,0,3
rmse,0,10.667547584000136,63,0,4
rmse,0,17.011849887553865,64,1,0
rmse,0,21.750267831448074,64,1,1
rmse,0,13.347587651634836,64,1,2
rmse,0,19.92086243813229,63,1,3
rmse,0,11.112032934634916,63,1,4
rmse,0,29.054382646581317,64,2,0
rmse,0,12.916059854719139,64,2,1
rmse,0,17.742917533189118,64,2,2
rmse,0,15.058857043362712,63,2,3
rmse,0,20.827940182203914,63,2,4
rmse,0,15.983920110679728,64,3,0
rmse,0,19.041303457334944,64,3,1
rmse,0,14.332569299655852,64,3,2
rmse,0,10.606528632502524,63,3,3
rmse,0,13.636797711716763,63,3,4
rmse,0,17.450217027826522,64,4,0
rmse,0,25.415868194008503,64,4,1
rmse,0,12.178257685783947,64,4,2
rmse,0,15.182982161286867,63,4,3
rmse,0,18.644449929818293,63,4,4
