metric,no_targets_columns,value,n_samples,seed,split
rmse,0,8.28214342113329,64,0,0
rmse,0,21.84944186626477,64,0,1
rmse,0,7.679436679545643,64,0,2
rmse,0,15.957852315205125,63,0,3
rmse,0,8.429255574778962,63,0,4
rmse,0,17.60789649386288,64,1,0
rmse,0,23.18003933624328,64,1,1
rmse,0,10.14803466123202,64,1,2
rmse,0,18.912285770393115,63,1,3
rmse,0,9.395608000975725,63,1,4
rmse,0,31.646051577991056,64,2,0
rmse,0,7.070831192273849,64,2,1
rmse,0,17.633764449724566,64,2,2
rmse,0,14.845013142279038,63,2,3
rmse,0,23.18006950344731,63,2,4
rmse,0,18.24765501186131,64,3,0
rmse,0,16.902415512715038,64,3,1
rmse,0,17.072365563601974,64,3,2
rmse,0,8.684731970839314,63,3,3
rmse,0,14.660221055535983,63,3,4
rmse,0,20.085285603939813,64,4,0
rmse,0,26.06943232697464,64,4,1
rmse,0,9.286332856760794,64,4,2
rmse,0,13.01651246313122,63,4,3
rmse,0,18.97711244415516,63,4,4
