metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.925493880577514,64,0,0
rmse,0,13.908560107974255,64,0,1
rmse,0,9.381207113373677,64,0,2
rmse,0,10.725928378423854,63,0,3
rmse,0,10.500936157495273,63,0,4
rmse,0,10.440744276306601,64,1,0
rmse,0,12.571723084923295,64,1,1
rmse,0,13.03062967123864,64,1,2
rmse,0,16.69164738870477,63,1,3
rmse,0,10.678636352911491,63,1,4
rmse,0,19.669989882927126,64,2,0
rmse,0,11.56507888585917,64,2,1
rmse,0,10.076624896266589,64,2,2
rmse,0,10.169770501353383,63,2,3
rmse,0,18.691881336163306,63,2,4
rmse,0,11.626536220442445,64,3,0
rmse,0,15.259111562301015,64,3,1
rmse,0,11.210131800984101,64,3,2
rmse,0,11.285680577677457,63,3,3
rmse,0,12.987590901125557,63,3,4
rmse,0,12.298378716734026,64,4,0
rmse,0,16.840435242499076,64,4,1
rmse,0,10.478168402621888,64,4,2
rmse,0,8.945063209728387,63,4,3
rmse,0,12.1687119120947,63,4,4
