metric,no_targets_columns,value,n_samples,seed,split
rmse,0,8.566894825797133,64,0,0
rmse,0,22.340562190515815,64,0,1
rmse,0,8.30781108810389,64,0,2
rmse,0,16.523073688515492,63,0,3
rmse,0,10.274091939991637,63,0,4
rmse,0,18.11780610485986,64,1,0
rmse,0,24.04666469824674,64,1,1
rmse,0,8.500391773868888,64,1,2
rmse,0,18.94390612171975,63,1,3
rmse,0,10.443318920286849,63,1,4
rmse,0,32.39209237119968,64,2,0
rmse,0,8.374002834215236,64,2,1
rmse,0,17.81077824426783,64,2,2
rmse,0,15.428415054054165,63,2,3
rmse,0,23.585108894223502,63,2,4
rmse,0,17.913142626004607,64,3,0
rmse,0,17.198326754969276,64,3,1
rmse,0,18.13569063612404,64,3,2
rmse,0,7.825932856674049,63,3,3
rmse,0,16.11491966912947,63,3,4
rmse,0,19.476843058892168,64,4,0
rmse,0,26.064505426743168,64,4,1
rmse,0,10.312857564927386,64,4,2
rmse,0,13.250084889441077,63,4,3
rmse,0,19.746521039308053,63,4,4
