metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.115302598372466,64,0,0
rmse,0,10.538779882321565,64,0,1
rmse,0,10.235564119627504,64,0,2
rmse,0,12.511069012153385,63,0,3
rmse,0,10.472533756106273,63,0,4
rmse,0,11.624223373447393,64,1,0
rmse,0,17.914069212253548,64,1,1
rmse,0,10.16400020394305,64,1,2
rmse,0,14.036287519176216,63,1,3
rmse,0,9.988345079193564,63,1,4
rmse,0,17.000487596774178,64,2,0
rmse,0,11.152023123279927,64,2,1
rmse,0,13.701438216972242,64,2,2
rmse,0,10.977875649316367,63,2,3
rmse,0,13.566112378398033,63,2,4
rmse,0,12.238622326839462,64,3,0
rmse,0,8.249001583626168,64,3,1
rmse,0,11.52823397740596,64,3,2
rmse,0,11.189635977422256,63,3,3
rmse,0,9.631166220391062,63,3,4
rmse,0,10.368920701681484,64,4,0
rmse,0,14.390644526927517,64,4,1
rmse,0,13.74408605287329,64,4,2
rmse,0,10.762713396147458,63,4,3
rmse,0,13.381142908965389,63,4,4
