metric,no_targets_columns,value,n_samples,seed,split
rmse,0,2.2832813913209415,112,0,0
rmse,0,2.261561933015051,112,0,1
rmse,0,2.2964610740040277,112,0,2
rmse,0,2.219738796862784,111,0,3
rmse,0,2.130202614748818,111,0,4
rmse,0,1.9102986488457514,112,1,0
rmse,0,2.475239563871267,112,1,1
rmse,0,2.1446324313057716,112,1,2
rmse,0,2.410964157541222,111,1,3
rmse,0,2.278071381671693,111,1,4
rmse,0,2.303361623687366,112,2,0
rmse,0,2.124944105334009,112,2,1
rmse,0,2.1551809578258947,112,2,2
rmse,0,2.4788789707546495,111,2,3
rmse,0,2.1721469012467756,111,2,4
rmse,0,2.431692202587204,112,3,0
rmse,0,2.4153978973897416,112,3,1
rmse,0,2.3544080758408543,112,3,2
rmse,0,1.9770662432861843,111,3,3
rmse,0,2.3203883716171174,111,3,4
rmse,0,2.147018292232146,112,4,0
rmse,0,2.372198470938555,112,4,1
rmse,0,2.1610887959050142,112,4,2
rmse,0,2.401751387463665,111,4,3
rmse,0,2.343706349224482,111,4,4
