metric,no_targets_columns,value,n_samples,seed,split
rmse,0,21.89242241518045,64,0,0
rmse,0,34.8170333176838,64,0,1
rmse,0,22.041297689111165,64,0,2
rmse,0,26.289728538969396,63,0,3
rmse,0,28.216227606979405,63,0,4
rmse,0,29.981782800327764,64,1,0
rmse,0,33.22230479010825,64,1,1
rmse,0,25.104388798892167,64,1,2
rmse,0,30.685460318812005,63,1,3
rmse,0,25.037723213183245,63,1,4
rmse,0,44.4872309682868,64,2,0
rmse,0,23.871753960764455,64,2,1
rmse,0,28.334209491651468,64,2,2
rmse,0,24.841598319246483,63,2,3
rmse,0,30.51292551515547,63,2,4
rmse,0,25.4663652921273,64,3,0
rmse,0,28.517814678345093,64,3,1
rmse,0,34.356830648573116,64,3,2
rmse,0,24.1203077443226,63,3,3
rmse,0,27.26338711628324,63,3,4
rmse,0,29.76733766286007,64,4,0
rmse,0,33.461764582923436,64,4,1
rmse,0,25.958121984871216,64,4,2
rmse,0,21.520022028970924,63,4,3
rmse,0,35.7918085418728,63,4,4
