metric,no_targets_columns,value,n_samples,seed,split
rmse,0,2.07210312546435,112,0,0
rmse,0,1.9036761290352897,112,0,1
rmse,0,2.4003245025519373,112,0,2
rmse,0,1.9621437228047558,111,0,3
rmse,0,2.011040027666403,111,0,4
rmse,0,1.8373531863478987,112,1,0
rmse,0,2.354342797040861,112,1,1
rmse,0,2.11653871743007,112,1,2
rmse,0,2.142667441395293,111,1,3
rmse,0,2.147770323381889,111,1,4
rmse,0,2.005578599997856,112,2,0
rmse,0,1.9982636436543242,112,2,1
rmse,0,1.8304616348909508,112,2,2
rmse,0,2.3222417477399,111,2,3
rmse,0,1.9961158597207802,111,2,4
rmse,0,1.766662790121881,112,3,0
rmse,0,2.2276954415275845,112,3,1
rmse,0,2.2325913625180918,112,3,2
rmse,0,1.925827248757029,111,3,3
rmse,0,2.0069316516257723,111,3,4
rmse,0,2.03854080983174,112,4,0
rmse,0,2.001544699897468,112,4,1
rmse,0,2.016076518715692,112,4,2
rmse,0,2.24664178258938,111,4,3
rmse,0,1.8437221998103657,111,4,4
