metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.764175436884642,64,0,0
rmse,0,17.570766374294102,64,0,1
rmse,0,10.40039758988347,64,0,2
rmse,0,16.887005439989075,63,0,3
rmse,0,10.581885687696895,63,0,4
rmse,0,17.006938615023678,64,1,0
rmse,0,21.606078595921765,64,1,1
rmse,0,13.262991606251896,64,1,2
rmse,0,20.011341266972423,63,1,3
rmse,0,11.223772108889646,63,1,4
rmse,0,28.998947573159498,64,2,0
rmse,0,13.189905405412794,64,2,1
rmse,0,17.636756753411007,64,2,2
rmse,0,15.024104655829872,63,2,3
rmse,0,20.904418917707623,63,2,4
rmse,0,16.075883320364266,64,3,0
rmse,0,19.12393868768324,64,3,1
rmse,0,14.262099072694571,64,3,2
rmse,0,10.364794088332605,63,3,3
rmse,0,13.591308513091654,63,3,4
rmse,0,17.415873364855614,64,4,0
rmse,0,25.33964646019276,64,4,1
rmse,0,12.257981962854362,64,4,2
rmse,0,14.981097041489365,63,4,3
rmse,0,18.7472960243021,63,4,4
