metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.3532103842730004,52,0,0
rmse,0,0.3758551482873638,51,0,1
rmse,0,0.549228480770001,51,0,2
rmse,0,0.6150212997382067,51,0,3
rmse,0,0.5264143191954789,51,0,4
rmse,0,0.47433952341779834,52,1,0
rmse,0,0.5441882463292557,51,1,1
rmse,0,0.45785954859207634,51,1,2
rmse,0,0.3320755036355285,51,1,3
rmse,0,0.6465206351450078,51,1,4
rmse,0,0.6375928000004935,52,2,0
rmse,0,0.5425995377859859,51,2,1
rmse,0,0.40557484706189495,51,2,2
rmse,0,0.42534024435175405,51,2,3
rmse,0,0.38701261277839283,51,2,4
rmse,0,0.3831506756795626,52,3,0
rmse,0,0.3244895613325714,51,3,1
rmse,0,0.57066442342951,51,3,2
rmse,0,0.4485541363617686,51,3,3
rmse,0,0.6450109004769359,51,3,4
rmse,0,0.5488468990809197,52,4,0
rmse,0,0.47728911227918,51,4,1
rmse,0,0.61585997501493,51,4,2
rmse,0,0.3279872356658348,51,4,3
rmse,0,0.5806425893096957,51,4,4
