metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.933343890642425,64,0,0
rmse,0,13.855076157284715,64,0,1
rmse,0,9.387332502742598,64,0,2
rmse,0,10.713127199152732,63,0,3
rmse,0,10.597909374564841,63,0,4
rmse,0,10.51374627386423,64,1,0
rmse,0,12.570925169020644,64,1,1
rmse,0,13.248547180793281,64,1,2
rmse,0,17.606886133759456,63,1,3
rmse,0,10.741316797426391,63,1,4
rmse,0,19.7159315830578,64,2,0
rmse,0,11.608403879741052,64,2,1
rmse,0,11.417677269747777,64,2,2
rmse,0,10.511461555175883,63,2,3
rmse,0,18.663636363973353,63,2,4
rmse,0,11.851076616706498,64,3,0
rmse,0,16.083361776503803,64,3,1
rmse,0,11.348395629649453,64,3,2
rmse,0,11.238640468751587,63,3,3
rmse,0,12.9934219921186,63,3,4
rmse,0,12.208491175282376,64,4,0
rmse,0,16.74722330457191,64,4,1
rmse,0,10.427469471392326,64,4,2
rmse,0,9.013909114477771,63,4,3
rmse,0,12.17843058463708,63,4,4
