metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.327027169346986,64,0,0
rmse,0,17.100225404368164,64,0,1
rmse,0,10.376890136432216,64,0,2
rmse,0,16.715467435554462,63,0,3
rmse,0,10.152039010101321,63,0,4
rmse,0,16.892161219336888,64,1,0
rmse,0,22.66439116548668,64,1,1
rmse,0,13.36770946413749,64,1,2
rmse,0,20.259971754809808,63,1,3
rmse,0,11.213913460050835,63,1,4
rmse,0,29.21478773925401,64,2,0
rmse,0,13.28625711208579,64,2,1
rmse,0,17.35403764050805,64,2,2
rmse,0,15.184620204221778,63,2,3
rmse,0,20.78041433685227,63,2,4
rmse,0,16.3498499506865,64,3,0
rmse,0,19.399742793174745,64,3,1
rmse,0,14.142004465880204,64,3,2
rmse,0,9.959659304688868,63,3,3
rmse,0,13.569187463022345,63,3,4
rmse,0,17.49889943410944,64,4,0
rmse,0,25.269260440662727,64,4,1
rmse,0,11.957056332366017,64,4,2
rmse,0,14.644970190284539,63,4,3
rmse,0,18.823265839195052,63,4,4
