metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.3578539530766228,52,0,0
rmse,0,0.36081891398935384,51,0,1
rmse,0,0.5505870650465096,51,0,2
rmse,0,0.6069858878837421,51,0,3
rmse,0,0.517492161999096,51,0,4
rmse,0,0.44594785025853134,52,1,0
rmse,0,0.5367756285912404,51,1,1
rmse,0,0.44271871242820277,51,1,2
rmse,0,0.3283250002778537,51,1,3
rmse,0,0.642863563132561,51,1,4
rmse,0,0.6226419171421075,52,2,0
rmse,0,0.527810941823207,51,2,1
rmse,0,0.4024965768358669,51,2,2
rmse,0,0.41276171991841504,51,2,3
rmse,0,0.381109158745977,51,2,4
rmse,0,0.36632528047378965,52,3,0
rmse,0,0.3216228923504014,51,3,1
rmse,0,0.5496821864913486,51,3,2
rmse,0,0.454790746143276,51,3,3
rmse,0,0.6384590164073629,51,3,4
rmse,0,0.5457150799119482,52,4,0
rmse,0,0.4724910665609556,51,4,1
rmse,0,0.6108408990449598,51,4,2
rmse,0,0.3274438422145964,51,4,3
rmse,0,0.5620820360140523,51,4,4
