metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.854898583270725,64,0,0
rmse,0,13.878087219184753,64,0,1
rmse,0,9.390554411476842,64,0,2
rmse,0,10.890049511766486,63,0,3
rmse,0,10.737936699505891,63,0,4
rmse,0,10.253309182022477,64,1,0
rmse,0,12.364736513823798,64,1,1
rmse,0,13.068650523421875,64,1,2
rmse,0,16.604010926715496,63,1,3
rmse,0,10.681029044624404,63,1,4
rmse,0,19.65045245683738,64,2,0
rmse,0,11.637401206566084,64,2,1
rmse,0,9.86729301094219,64,2,2
rmse,0,10.29157270621959,63,2,3
rmse,0,18.646412161066426,63,2,4
rmse,0,11.644613587204528,64,3,0
rmse,0,15.030678325221393,64,3,1
rmse,0,11.351803986199668,64,3,2
rmse,0,11.237657727652573,63,3,3
rmse,0,13.097303838394156,63,3,4
rmse,0,12.337138788425941,64,4,0
rmse,0,16.862932917788818,64,4,1
rmse,0,10.36352989771457,64,4,2
rmse,0,8.954023641889927,63,4,3
rmse,0,12.027734011348995,63,4,4
