metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.623873032884575,64,0,0
rmse,0,17.774554637997998,64,0,1
rmse,0,11.260236652041241,64,0,2
rmse,0,17.446537498833397,63,0,3
rmse,0,10.598907678975065,63,0,4
rmse,0,17.435716620905662,64,1,0
rmse,0,23.48781282371763,64,1,1
rmse,0,12.998244307389873,64,1,2
rmse,0,20.02587359538116,63,1,3
rmse,0,11.026700751346818,63,1,4
rmse,0,30.38942499672937,64,2,0
rmse,0,11.784102038863693,64,2,1
rmse,0,18.18596432672072,64,2,2
rmse,0,15.848167607326276,63,2,3
rmse,0,20.50812524481931,63,2,4
rmse,0,15.453139431774911,64,3,0
rmse,0,19.027382736243766,64,3,1
rmse,0,14.710557139672556,64,3,2
rmse,0,11.038736851551066,63,3,3
rmse,0,15.056396665109734,63,3,4
rmse,0,17.24757484414104,64,4,0
rmse,0,25.637159428316632,64,4,1
rmse,0,11.932207050780486,64,4,2
rmse,0,15.793625617831205,63,4,3
rmse,0,19.087733856134633,63,4,4
