metric,no_targets_columns,value,n_samples,seed,split
rmse,0,13.229870850031526,64,0,0
rmse,0,15.139692264508076,64,0,1
rmse,0,10.343375077538735,64,0,2
rmse,0,12.96490439987153,63,0,3
rmse,0,11.02601640347866,63,0,4
rmse,0,12.70142805864458,64,1,0
rmse,0,13.277801474615734,64,1,1
rmse,0,17.774046067013014,64,1,2
rmse,0,18.591617418946075,63,1,3
rmse,0,11.949996160213582,63,1,4
rmse,0,21.062515764702596,64,2,0
rmse,0,12.560945747528784,64,2,1
rmse,0,12.90737598254499,64,2,2
rmse,0,11.219121875050893,63,2,3
rmse,0,19.210224347447358,63,2,4
rmse,0,17.467991551605127,64,3,0
rmse,0,16.974837053666313,64,3,1
rmse,0,13.131115205376464,64,3,2
rmse,0,14.109939111152961,63,3,3
rmse,0,13.617373793375721,63,3,4
rmse,0,18.051568706975242,64,4,0
rmse,0,18.503177520703986,64,4,1
rmse,0,11.541823595885049,64,4,2
rmse,0,11.238346000734929,63,4,3
rmse,0,13.185650644708602,63,4,4
