metric,no_targets_columns,value,n_samples,seed,split
rmse,0,13.677859345047029,64,0,0
rmse,0,13.812741953346624,64,0,1
rmse,0,11.313077180365806,64,0,2
rmse,0,13.89358504146236,63,0,3
rmse,0,12.14312073350207,63,0,4
rmse,0,12.652954963277507,64,1,0
rmse,0,13.339901084956528,64,1,1
rmse,0,12.755321670676263,64,1,2
rmse,0,13.330763771161049,63,1,3
rmse,0,13.752513846589167,63,1,4
rmse,0,13.28623216250421,64,2,0
rmse,0,15.951490313208462,64,2,1
rmse,0,10.152500480936398,64,2,2
rmse,0,10.686618604072354,63,2,3
rmse,0,15.80884729798764,63,2,4
rmse,0,12.668461201165545,64,3,0
rmse,0,12.263153426128703,64,3,1
rmse,0,15.339789582713312,64,3,2
rmse,0,11.034387179351196,63,3,3
rmse,0,11.720331981510599,63,3,4
rmse,0,15.107911565972625,64,4,0
rmse,0,11.97206846503145,64,4,1
rmse,0,14.112841549397585,64,4,2
rmse,0,10.63051583533226,63,4,3
rmse,0,13.3933620734475,63,4,4
