metric,no_targets_columns,value,n_samples,seed,split
rmse,0,13.00637243601895,64,0,0
rmse,0,13.434844927597874,64,0,1
rmse,0,10.937198521289469,64,0,2
rmse,0,13.642246251618122,63,0,3
rmse,0,11.234863963076988,63,0,4
rmse,0,11.826459154789623,64,1,0
rmse,0,13.067014882339256,64,1,1
rmse,0,12.61893933137244,64,1,2
rmse,0,13.260867048753152,63,1,3
rmse,0,12.423695616431376,63,1,4
rmse,0,13.964803249135286,64,2,0
rmse,0,14.358039292524868,64,2,1
rmse,0,9.901918897385562,64,2,2
rmse,0,10.967000491393831,63,2,3
rmse,0,15.019919543359341,63,2,4
rmse,0,12.026914814414654,64,3,0
rmse,0,11.718703497697728,64,3,1
rmse,0,13.87620022615481,64,3,2
rmse,0,10.665676285888349,63,3,3
rmse,0,12.184208023329411,63,3,4
rmse,0,13.999649843520693,64,4,0
rmse,0,11.479310084276598,64,4,1
rmse,0,13.166558631424477,64,4,2
rmse,0,11.3153453609175,63,4,3
rmse,0,13.231532865898636,63,4,4
