metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.4511186059743924,52,0,0
rmse,0,0.4568248158214077,51,0,1
rmse,0,0.6287884077121244,51,0,2
rmse,0,0.6847567287302214,51,0,3
rmse,0,0.6519724101210987,51,0,4
rmse,0,0.6464858952484371,52,1,0
rmse,0,0.6238394925267539,51,1,1
rmse,0,0.6139302508904516,51,1,2
rmse,0,0.40029572291894683,51,1,3
rmse,0,0.7296111009164027,51,1,4
rmse,0,0.7104331209722913,52,2,0
rmse,0,0.6349932241291218,51,2,1
rmse,0,0.5386961772832658,51,2,2
rmse,0,0.6436244730369927,51,2,3
rmse,0,0.48017461305499665,51,2,4
rmse,0,0.4799759812692364,52,3,0
rmse,0,0.41378360459128954,51,3,1
rmse,0,0.6239187462511818,51,3,2
rmse,0,0.6105284258980929,51,3,3
rmse,0,0.8106592315761123,51,3,4
rmse,0,0.6672800951150226,52,4,0
rmse,0,0.570668990079342,51,4,1
rmse,0,0.6887155693431767,51,4,2
rmse,0,0.482769834783699,51,4,3
rmse,0,0.6659021215993669,51,4,4
