metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.856550984636868,64,0,0
rmse,0,13.895245806026779,64,0,1
rmse,0,9.37827762815088,64,0,2
rmse,0,10.824687632140938,63,0,3
rmse,0,10.634589833806313,63,0,4
rmse,0,10.40785564844246,64,1,0
rmse,0,12.507477716016327,64,1,1
rmse,0,13.143133991843332,64,1,2
rmse,0,16.66430752300258,63,1,3
rmse,0,10.670756096404817,63,1,4
rmse,0,19.67943420240089,64,2,0
rmse,0,11.70826714345316,64,2,1
rmse,0,9.856183362610269,64,2,2
rmse,0,10.287823382699255,63,2,3
rmse,0,18.657591675321566,63,2,4
rmse,0,11.776931994788686,64,3,0
rmse,0,15.159417401382258,64,3,1
rmse,0,11.228016355018605,64,3,2
rmse,0,11.226310696243981,63,3,3
rmse,0,13.055580232668898,63,3,4
rmse,0,12.366899885578679,64,4,0
rmse,0,16.80582666641927,64,4,1
rmse,0,10.39749208227627,64,4,2
rmse,0,9.035092386615656,63,4,3
rmse,0,12.099154648058713,63,4,4
