metric,no_targets_columns,value,n_samples,seed,split
rmse,0,8.533384998401552,64,0,0
rmse,0,22.178676362054322,64,0,1
rmse,0,8.38154829141786,64,0,2
rmse,0,16.727052012316317,63,0,3
rmse,0,10.293852838700909,63,0,4
rmse,0,17.96704439204323,64,1,0
rmse,0,24.607960384505486,64,1,1
rmse,0,9.138316880998586,64,1,2
rmse,0,18.964770396439064,63,1,3
rmse,0,10.0431668376714,63,1,4
rmse,0,31.88163539453871,64,2,0
rmse,0,8.021264789637781,64,2,1
rmse,0,17.85267032212404,64,2,2
rmse,0,15.811215082924756,63,2,3
rmse,0,23.40934936936839,63,2,4
rmse,0,17.839103250616805,64,3,0
rmse,0,17.212201675588567,64,3,1
rmse,0,18.162121405207515,64,3,2
rmse,0,8.12870038889254,63,3,3
rmse,0,15.60045946497774,63,3,4
rmse,0,19.778784782444706,64,4,0
rmse,0,26.18117023984876,64,4,1
rmse,0,9.98912587062487,64,4,2
rmse,0,13.512133714366994,63,4,3
rmse,0,19.3712256191815,63,4,4
