metric,no_targets_columns,value,n_samples,seed,split
rmse,0,11.723326510628429,64,0,0
rmse,0,17.78575287894109,64,0,1
rmse,0,11.255808211036863,64,0,2
rmse,0,17.37492480288175,63,0,3
rmse,0,10.804841983487652,63,0,4
rmse,0,17.57956710186906,64,1,0
rmse,0,23.650289203927624,64,1,1
rmse,0,12.792159879229802,64,1,2
rmse,0,19.932623837229663,63,1,3
rmse,0,11.256766893165194,63,1,4
rmse,0,29.778421936338273,64,2,0
rmse,0,12.072203568710412,64,2,1
rmse,0,18.025097545598292,64,2,2
rmse,0,15.801515666319085,63,2,3
rmse,0,20.672034503284785,63,2,4
rmse,0,15.321522989080945,64,3,0
rmse,0,19.074947482845964,64,3,1
rmse,0,14.79233249229618,64,3,2
rmse,0,10.989869965537936,63,3,3
rmse,0,14.661679397266498,63,3,4
rmse,0,17.078370876546273,64,4,0
rmse,0,25.596371176834325,64,4,1
rmse,0,12.121711694091648,64,4,2
rmse,0,15.778372356971907,63,4,3
rmse,0,18.773616987462585,63,4,4
