metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.36298590840492706,52,0,0
rmse,0,0.3759583008654009,51,0,1
rmse,0,0.5550438157545423,51,0,2
rmse,0,0.6170767367706881,51,0,3
rmse,0,0.5309538795138605,51,0,4
rmse,0,0.47751866798643366,52,1,0
rmse,0,0.5471841996732251,51,1,1
rmse,0,0.4634052154752949,51,1,2
rmse,0,0.3333577237830518,51,1,3
rmse,0,0.6531231551709892,51,1,4
rmse,0,0.6400982629440011,52,2,0
rmse,0,0.5448272554343035,51,2,1
rmse,0,0.4111706940383759,51,2,2
rmse,0,0.43051114085696773,51,2,3
rmse,0,0.3951612543140933,51,2,4
rmse,0,0.38732249549605346,52,3,0
rmse,0,0.32824633346461835,51,3,1
rmse,0,0.5718821594671765,51,3,2
rmse,0,0.4589851558899079,51,3,3
rmse,0,0.6523962065128894,51,3,4
rmse,0,0.5533300548171239,52,4,0
rmse,0,0.48022204382037864,51,4,1
rmse,0,0.6191217435650677,51,4,2
rmse,0,0.3317035129175148,51,4,3
rmse,0,0.5818885867748173,51,4,4
