metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.349222951676245,64,0,0
rmse,0,9.39534207345648,64,0,1
rmse,0,8.476990271235678,64,0,2
rmse,0,10.166865213510713,63,0,3
rmse,0,9.326595023526025,63,0,4
rmse,0,8.630920339367806,64,1,0
rmse,0,10.42119740806184,64,1,1
rmse,0,10.048232490278837,64,1,2
rmse,0,11.586255817262403,63,1,3
rmse,0,8.586813185079736,63,1,4
rmse,0,8.846566863731375,64,2,0
rmse,0,12.08712068386847,64,2,1
rmse,0,9.161930612155976,64,2,2
rmse,0,9.128033280138478,63,2,3
rmse,0,10.724070973622275,63,2,4
rmse,0,10.057477756169064,64,3,0
rmse,0,9.2139505222048,64,3,1
rmse,0,9.801032763324931,64,3,2
rmse,0,10.084989138236935,63,3,3
rmse,0,9.448665417995192,63,3,4
rmse,0,9.877170178550628,64,4,0
rmse,0,9.831679196678671,64,4,1
rmse,0,10.004981044065616,64,4,2
rmse,0,9.381912148170873,63,4,3
rmse,0,10.146545563250031,63,4,4
