metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.3649935843045303,52,0,0
rmse,0,0.3655832437175244,51,0,1
rmse,0,0.5528768466196425,51,0,2
rmse,0,0.6098387718562226,51,0,3
rmse,0,0.5238055192086456,51,0,4
rmse,0,0.45082768364250303,52,1,0
rmse,0,0.5399877552641206,51,1,1
rmse,0,0.4483342457273242,51,1,2
rmse,0,0.33218460694757396,51,1,3
rmse,0,0.6483136335099426,51,1,4
rmse,0,0.6267789986443406,52,2,0
rmse,0,0.5302942604063259,51,2,1
rmse,0,0.40721038154053196,51,2,2
rmse,0,0.419661704976018,51,2,3
rmse,0,0.3861062725556154,51,2,4
rmse,0,0.37534576952219406,52,3,0
rmse,0,0.3266126955979996,51,3,1
rmse,0,0.5544508898231401,51,3,2
rmse,0,0.4595987263985415,51,3,3
rmse,0,0.6435588619583684,51,3,4
rmse,0,0.5505369316208004,52,4,0
rmse,0,0.4719204055433474,51,4,1
rmse,0,0.6137581805599222,51,4,2
rmse,0,0.3301047906211771,51,4,3
rmse,0,0.5652198824120653,51,4,4
