metric,no_targets_columns,value,n_samples,seed,split
rmse,0,71.51423277468237,64,0,0
rmse,0,82.20143798510526,64,0,1
rmse,0,82.87742543597936,64,0,2
rmse,0,91.16606479151392,63,0,3
rmse,0,64.14566666713452,63,0,4
rmse,0,82.48048379018347,64,1,0
rmse,0,99.12302065395717,64,1,1
rmse,0,68.1274122209886,64,1,2
rmse,0,83.41031483433201,63,1,3
rmse,0,78.58328203674189,63,1,4
rmse,0,63.46689600742384,64,2,0
rmse,0,82.71488592218292,64,2,1
rmse,0,109.02742211776571,64,2,2
rmse,0,100.7889866840234,63,2,3
rmse,0,83.51392598690974,63,2,4
rmse,0,83.94731750819129,64,3,0
rmse,0,82.64488829121571,64,3,1
rmse,0,80.24256977198806,64,3,2
rmse,0,56.27195967116368,63,3,3
rmse,0,91.4069461256204,63,3,4
rmse,0,79.9620795335276,64,4,0
rmse,0,113.10794176673795,64,4,1
rmse,0,68.27031341283715,64,4,2
rmse,0,87.9306522868735,63,4,3
rmse,0,96.76828866704994,63,4,4
