metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.779237381407643,64,0,0
rmse,0,13.9878265060668,64,0,1
rmse,0,9.326650753058455,64,0,2
rmse,0,11.049346083130208,63,0,3
rmse,0,10.612352422071194,63,0,4
rmse,0,11.051797033576921,64,1,0
rmse,0,12.646395817919693,64,1,1
rmse,0,13.749557767636821,64,1,2
rmse,0,16.84373191939463,63,1,3
rmse,0,10.758884451925699,63,1,4
rmse,0,19.90352961786053,64,2,0
rmse,0,12.074317421416527,64,2,1
rmse,0,9.772151841434333,64,2,2
rmse,0,10.41975046406751,63,2,3
rmse,0,18.642052789502394,63,2,4
rmse,0,12.535806210721624,64,3,0
rmse,0,15.540066686705197,64,3,1
rmse,0,11.380093070578273,64,3,2
rmse,0,11.32640759935943,63,3,3
rmse,0,13.153751852877551,63,3,4
rmse,0,12.980362534073741,64,4,0
rmse,0,16.70270931512992,64,4,1
rmse,0,10.568728805066693,64,4,2
rmse,0,9.585034302560294,63,4,3
rmse,0,12.258423197496946,63,4,4
