metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.5443061906820841,52,0,0
rmse,0,0.5119971264703506,51,0,1
rmse,0,0.5530565280332705,51,0,2
rmse,0,0.4384644213078033,51,0,3
rmse,0,0.6862300837505921,51,0,4
rmse,0,0.5380384856825031,52,1,0
rmse,0,0.51261565098532,51,1,1
rmse,0,0.5151730512502692,51,1,2
rmse,0,0.5162022447977613,51,1,3
rmse,0,0.6288895191502228,51,1,4
rmse,0,0.5380935866321986,52,2,0
rmse,0,0.5235679418865308,51,2,1
rmse,0,0.5186855333534011,51,2,2
rmse,0,0.6250654568298523,51,2,3
rmse,0,0.5228306563738835,51,2,4
rmse,0,0.6374872900858385,52,3,0
rmse,0,0.6068742162335853,51,3,1
rmse,0,0.48534622857302745,51,3,2
rmse,0,0.5253189654227719,51,3,3
rmse,0,0.4833944747128934,51,3,4
rmse,0,0.5743872923054325,52,4,0
rmse,0,0.6099935252229702,51,4,1
rmse,0,0.523781257007033,51,4,2
rmse,0,0.4847499375364161,51,4,3
rmse,0,0.5130282262557592,51,4,4
