metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.925528019749715,64,0,0
rmse,0,10.295194658319192,64,0,1
rmse,0,10.319343220906124,64,0,2
rmse,0,12.63069156108273,63,0,3
rmse,0,10.249753746808008,63,0,4
rmse,0,11.43218990181545,64,1,0
rmse,0,17.899427544384583,64,1,1
rmse,0,10.313675705819826,64,1,2
rmse,0,14.491153613043805,63,1,3
rmse,0,9.65578859314365,63,1,4
rmse,0,19.013955941071885,64,2,0
rmse,0,10.825078605097112,64,2,1
rmse,0,13.855148252728185,64,2,2
rmse,0,11.00236761820477,63,2,3
rmse,0,13.395614243475844,63,2,4
rmse,0,12.376012006562176,64,3,0
rmse,0,8.287859319825955,64,3,1
rmse,0,11.400345507122438,64,3,2
rmse,0,11.155071523539856,63,3,3
rmse,0,11.161197238801915,63,3,4
rmse,0,10.09726486104173,64,4,0
rmse,0,14.153151194238285,64,4,1
rmse,0,14.053817604072377,64,4,2
rmse,0,10.957040920538839,63,4,3
rmse,0,14.541268941110022,63,4,4
