metric,no_targets_columns,value,n_samples,seed,split
rmse,0,9.779443973171881,64,0,0
rmse,0,8.17468053912853,64,0,1
rmse,0,8.196607441769801,64,0,2
rmse,0,10.173567216627095,63,0,3
rmse,0,9.02901912852813,63,0,4
rmse,0,8.699800881453069,64,1,0
rmse,0,10.532474343723926,64,1,1
rmse,0,10.493702508171125,64,1,2
rmse,0,11.029277782352427,63,1,3
rmse,0,8.038387494730836,63,1,4
rmse,0,8.78407598746462,64,2,0
rmse,0,10.644447828418436,64,2,1
rmse,0,9.376932244212188,64,2,2
rmse,0,9.242374642746526,63,2,3
rmse,0,10.819611393050133,63,2,4
rmse,0,10.207329554621134,64,3,0
rmse,0,9.029509853558755,64,3,1
rmse,0,8.297296639573567,64,3,2
rmse,0,9.361127288134357,63,3,3
rmse,0,9.321515369714087,63,3,4
rmse,0,9.79530862965378,64,4,0
rmse,0,9.21074392028673,64,4,1
rmse,0,9.842591821988105,64,4,2
rmse,0,9.439364976720878,63,4,3
rmse,0,10.559928091146144,63,4,4
