metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.5502172146656593,52,0,0
rmse,0,0.5168140913514169,51,0,1
rmse,0,0.5614139326654328,51,0,2
rmse,0,0.4425194466513185,51,0,3
rmse,0,0.6803147175852232,51,0,4
rmse,0,0.5421852736018961,52,1,0
rmse,0,0.5124172173348343,51,1,1
rmse,0,0.5237207950664299,51,1,2
rmse,0,0.5191132585978897,51,1,3
rmse,0,0.634159423632969,51,1,4
rmse,0,0.5410961913963658,52,2,0
rmse,0,0.5334145438886128,51,2,1
rmse,0,0.52275062067611,51,2,2
rmse,0,0.6270218540020874,51,2,3
rmse,0,0.5281011018354471,51,2,4
rmse,0,0.6417970723762724,52,3,0
rmse,0,0.6069019288622048,51,3,1
rmse,0,0.4896998729169155,51,3,2
rmse,0,0.5274712842465753,51,3,3
rmse,0,0.49337051745629074,51,3,4
rmse,0,0.5817131955601647,52,4,0
rmse,0,0.6161586425483787,51,4,1
rmse,0,0.5271146759033433,51,4,2
rmse,0,0.49027200995372344,51,4,3
rmse,0,0.5185016129897689,51,4,4
