metric,no_targets_columns,value,n_samples,seed,split
rmse,0,13.122408327357507,64,0,0
rmse,0,13.436075836774064,64,0,1
rmse,0,10.877726306929501,64,0,2
rmse,0,13.442747003360104,63,0,3
rmse,0,11.373535925174377,63,0,4
rmse,0,11.626436902571037,64,1,0
rmse,0,13.038674043795123,64,1,1
rmse,0,12.75710196193435,64,1,2
rmse,0,13.34463892330715,63,1,3
rmse,0,12.532812799044446,63,1,4
rmse,0,13.351006188952706,64,2,0
rmse,0,14.821131154156019,64,2,1
rmse,0,9.696210708058947,64,2,2
rmse,0,10.872163656928894,63,2,3
rmse,0,15.086184165498963,63,2,4
rmse,0,12.305569687041425,64,3,0
rmse,0,11.828460033689886,64,3,1
rmse,0,13.88627680031433,64,3,2
rmse,0,10.618553424655083,63,3,3
rmse,0,11.875505068065708,63,3,4
rmse,0,13.996243262011031,64,4,0
rmse,0,11.288284128877445,64,4,1
rmse,0,13.36898290191139,64,4,2
rmse,0,11.110710122925514,63,4,3
rmse,0,13.09947284510362,63,4,4
