metric,no_targets_columns,value,n_samples,seed,split
rmse,0,2.30952493615446,112,0,0
rmse,0,2.2842201789271814,112,0,1
rmse,0,2.2808126109289617,112,0,2
rmse,0,2.184763150213609,111,0,3
rmse,0,2.0281379703668727,111,0,4
rmse,0,1.9404744911796503,112,1,0
rmse,0,2.4288632804320893,112,1,1
rmse,0,2.114979839728473,112,1,2
rmse,0,2.3888072722315257,111,1,3
rmse,0,2.2769167077969366,111,1,4
rmse,0,2.306651502757522,112,2,0
rmse,0,2.177334774697864,112,2,1
rmse,0,2.1077306713364186,112,2,2
rmse,0,2.480924598331188,111,2,3
rmse,0,2.180042193022119,111,2,4
rmse,0,2.3908124553687764,112,3,0
rmse,0,2.3679348369743987,112,3,1
rmse,0,2.475007901249689,112,3,2
rmse,0,1.9730170538317005,111,3,3
rmse,0,2.325162841563669,111,3,4
rmse,0,2.2140887240151237,112,4,0
rmse,0,2.309977028382081,112,4,1
rmse,0,2.0702977820499795,112,4,2
rmse,0,2.4547434860854973,111,4,3
rmse,0,2.2317805705583886,111,4,4
