metric,no_targets_columns,value,n_samples,seed,split
rmse,0,2.2674521237815775,112,0,0
rmse,0,2.1171195642859906,112,0,1
rmse,0,2.3631819776586482,112,0,2
rmse,0,2.1792462123193044,111,0,3
rmse,0,2.0365954716450947,111,0,4
rmse,0,1.8034638126566715,112,1,0
rmse,0,2.3884824151502007,112,1,1
rmse,0,2.168624264210183,112,1,2
rmse,0,2.474253456757806,111,1,3
rmse,0,2.177763123023014,111,1,4
rmse,0,2.2556176368103733,112,2,0
rmse,0,2.199247271357175,112,2,1
rmse,0,2.1104352556291843,112,2,2
rmse,0,2.426189352109649,111,2,3
rmse,0,2.10371936646411,111,2,4
rmse,0,2.4451141978181052,112,3,0
rmse,0,2.399120619569045,112,3,1
rmse,0,2.334055476212366,112,3,2
rmse,0,1.9809037787186519,111,3,3
rmse,0,2.184812567704813,111,3,4
rmse,0,2.0609440292032346,112,4,0
rmse,0,2.308359183033061,112,4,1
rmse,0,2.137455089887399,112,4,2
rmse,0,2.361775912375661,111,4,3
rmse,0,2.2777748724050437,111,4,4
