metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.789676352062076,64,0,0
rmse,0,13.921284988596405,64,0,1
rmse,0,9.474992317869585,64,0,2
rmse,0,11.035904008243422,63,0,3
rmse,0,10.72703596762934,63,0,4
rmse,0,10.520162120706269,64,1,0
rmse,0,12.540391403942754,64,1,1
rmse,0,13.423524849779815,64,1,2
rmse,0,16.600277258930273,63,1,3
rmse,0,10.716669526876744,63,1,4
rmse,0,19.680585193323424,64,2,0
rmse,0,11.590459765377274,64,2,1
rmse,0,9.88045307839999,64,2,2
rmse,0,10.284996154445802,63,2,3
rmse,0,18.637851255002452,63,2,4
rmse,0,12.111714491053513,64,3,0
rmse,0,15.139839819050147,64,3,1
rmse,0,11.364949774491999,64,3,2
rmse,0,11.263723167794254,63,3,3
rmse,0,13.110309976902183,63,3,4
rmse,0,12.841223574155471,64,4,0
rmse,0,16.828999390008025,64,4,1
rmse,0,10.416214433823836,64,4,2
rmse,0,9.05508040207262,63,4,3
rmse,0,12.044706932229108,63,4,4
