metric,no_targets_columns,value,n_samples,seed,split
rmse,0,7.991624335880675,64,0,0
rmse,0,21.90109469774645,64,0,1
rmse,0,7.579501109643402,64,0,2
rmse,0,15.928366101825098,63,0,3
rmse,0,8.920126676364227,63,0,4
rmse,0,17.687655825301714,64,1,0
rmse,0,23.322361264416916,64,1,1
rmse,0,8.679018780766237,64,1,2
rmse,0,18.921320018072063,63,1,3
rmse,0,9.645223100260141,63,1,4
rmse,0,32.02111451546874,64,2,0
rmse,0,7.420092012660308,64,2,1
rmse,0,17.58021730865504,64,2,2
rmse,0,14.963105931504069,63,2,3
rmse,0,23.283921028823553,63,2,4
rmse,0,17.641993514648696,64,3,0
rmse,0,17.09415964629864,64,3,1
rmse,0,17.182464327451576,64,3,2
rmse,0,7.767246597019098,63,3,3
rmse,0,15.290444303916162,63,3,4
rmse,0,19.443788612252703,64,4,0
rmse,0,25.84788943024173,64,4,1
rmse,0,9.594059029088475,64,4,2
rmse,0,12.914165434384172,63,4,3
rmse,0,19.307717389148873,63,4,4
