metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.5424788689814739,52,0,0
rmse,0,0.5137712738282897,51,0,1
rmse,0,0.5615345559197513,51,0,2
rmse,0,0.4408212982720497,51,0,3
rmse,0,0.680400352073171,51,0,4
rmse,0,0.5400103515635052,52,1,0
rmse,0,0.5104026774743116,51,1,1
rmse,0,0.5184303751716383,51,1,2
rmse,0,0.5208907713528923,51,1,3
rmse,0,0.6321068160866645,51,1,4
rmse,0,0.5381721261382078,52,2,0
rmse,0,0.5250056488679045,51,2,1
rmse,0,0.5197532343271882,51,2,2
rmse,0,0.625468033682449,51,2,3
rmse,0,0.5314763945846214,51,2,4
rmse,0,0.6421816690363482,52,3,0
rmse,0,0.6070744019472171,51,3,1
rmse,0,0.48703734778047975,51,3,2
rmse,0,0.5245280611953749,51,3,3
rmse,0,0.48723257251410995,51,3,4
rmse,0,0.5782596113222744,52,4,0
rmse,0,0.6122790462360093,51,4,1
rmse,0,0.5254512635963581,51,4,2
rmse,0,0.4881504936889401,51,4,3
rmse,0,0.514760255008192,51,4,4
