metric,no_targets_columns,value,n_samples,seed,split
rmse,0,22.15523682851626,64,0,0
rmse,0,22.260708990914427,64,0,1
rmse,0,26.000692029958678,64,0,2
rmse,0,25.73946545743786,63,0,3
rmse,0,23.876591553373,63,0,4
rmse,0,22.957204330581582,64,1,0
rmse,0,30.50250576745819,64,1,1
rmse,0,19.350970967624313,64,1,2
rmse,0,24.65144377903154,63,1,3
rmse,0,20.58626500026112,63,1,4
rmse,0,29.24059314592613,64,2,0
rmse,0,19.99879411460766,64,2,1
rmse,0,24.883080350651923,64,2,2
rmse,0,26.669639943361933,63,2,3
rmse,0,26.176945909165475,63,2,4
rmse,0,24.591636538451304,64,3,0
rmse,0,21.347493674980075,64,3,1
rmse,0,25.42975509133149,64,3,2
rmse,0,22.18040434785728,63,3,3
rmse,0,23.517858451007598,63,3,4
rmse,0,20.584722975666082,64,4,0
rmse,0,26.788998094256588,64,4,1
rmse,0,22.0463591580026,64,4,2
rmse,0,25.91238380855728,63,4,3
rmse,0,27.3710537131377,63,4,4
