metric,no_targets_columns,value,n_samples,seed,split
rmse,0,72.59423991298475,64,0,0
rmse,0,83.97422747030723,64,0,1
rmse,0,87.11896248412725,64,0,2
rmse,0,91.16949377874029,63,0,3
rmse,0,68.57765573115641,63,0,4
rmse,0,87.283768771536,64,1,0
rmse,0,102.28413324745604,64,1,1
rmse,0,76.86401470920947,64,1,2
rmse,0,77.09549222763357,63,1,3
rmse,0,80.48839666503515,63,1,4
rmse,0,58.67109591309734,64,2,0
rmse,0,74.77145407568722,64,2,1
rmse,0,111.95747129166641,64,2,2
rmse,0,101.03389138345368,63,2,3
rmse,0,83.34311334907335,63,2,4
rmse,0,88.1871190085609,64,3,0
rmse,0,85.7536089706637,64,3,1
rmse,0,78.41315831537017,64,3,2
rmse,0,57.49416803845798,63,3,3
rmse,0,96.29948676102734,63,3,4
rmse,0,80.77693211449578,64,4,0
rmse,0,115.91580679464586,64,4,1
rmse,0,72.58718899153541,64,4,2
rmse,0,90.76311799032203,63,4,3
rmse,0,99.55210301397133,63,4,4
