metric,no_targets_columns,value,n_samples,seed,split
rmse,0,76.03767190419526,64,0,0
rmse,0,85.56133093483434,64,0,1
rmse,0,83.94109859382294,64,0,2
rmse,0,89.97094692583676,63,0,3
rmse,0,67.44798623595453,63,0,4
rmse,0,86.59355290231616,64,1,0
rmse,0,100.7877668944511,64,1,1
rmse,0,80.9780900131625,64,1,2
rmse,0,81.55481904452883,63,1,3
rmse,0,81.0167079284084,63,1,4
rmse,0,60.718758817666235,64,2,0
rmse,0,82.33904288594582,64,2,1
rmse,0,110.7819233493222,64,2,2
rmse,0,100.55195608795978,63,2,3
rmse,0,86.13354460644854,63,2,4
rmse,0,89.62629905134386,64,3,0
rmse,0,85.70649426730104,64,3,1
rmse,0,82.32888585611835,64,3,2
rmse,0,55.94922463186742,63,3,3
rmse,0,93.37728952290865,63,3,4
rmse,0,83.26452247959013,64,4,0
rmse,0,114.24177280107293,64,4,1
rmse,0,73.53943139712595,64,4,2
rmse,0,90.73529926880113,63,4,3
rmse,0,96.42397959758804,63,4,4
