metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.837478417326114,64,0,0
rmse,0,13.90582384723883,64,0,1
rmse,0,9.435258273605461,64,0,2
rmse,0,10.81707654064477,63,0,3
rmse,0,10.552432705989668,63,0,4
rmse,0,10.502916398519917,64,1,0
rmse,0,12.52029666681233,64,1,1
rmse,0,13.136046311030269,64,1,2
rmse,0,16.659383680800733,63,1,3
rmse,0,10.672319468298477,63,1,4
rmse,0,19.663823957150797,64,2,0
rmse,0,11.651525843792282,64,2,1
rmse,0,9.912027654612517,64,2,2
rmse,0,10.180419845992441,63,2,3
rmse,0,18.67225185631579,63,2,4
rmse,0,11.84803419218083,64,3,0
rmse,0,15.209266066440911,64,3,1
rmse,0,11.138371670437598,64,3,2
rmse,0,11.215406212947427,63,3,3
rmse,0,13.012722428718298,63,3,4
rmse,0,12.450467225903967,64,4,0
rmse,0,16.759395418751307,64,4,1
rmse,0,10.420656458384347,64,4,2
rmse,0,8.991755054154648,63,4,3
rmse,0,12.084064097887318,63,4,4
