metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.803801027865909,64,0,0
rmse,0,10.624370135542364,64,0,1
rmse,0,9.517755463523157,64,0,2
rmse,0,12.020182757204095,63,0,3
rmse,0,10.798899562188252,63,0,4
rmse,0,9.705089067824627,64,1,0
rmse,0,12.181848139899795,64,1,1
rmse,0,11.395204251058189,64,1,2
rmse,0,11.309817780019037,63,1,3
rmse,0,9.737991535727783,63,1,4
rmse,0,8.944307056569944,64,2,0
rmse,0,12.971563975433167,64,2,1
rmse,0,9.321497697938934,64,2,2
rmse,0,10.697822920498226,63,2,3
rmse,0,11.678705585032121,63,2,4
rmse,0,10.6388039020757,64,3,0
rmse,0,9.842850859192218,64,3,1
rmse,0,11.37524394153463,64,3,2
rmse,0,10.834044635349976,63,3,3
rmse,0,11.14732213091011,63,3,4
rmse,0,12.039300346947892,64,4,0
rmse,0,9.626644234655583,64,4,1
rmse,0,11.267629437288257,64,4,2
rmse,0,10.267933134448455,63,4,3
rmse,0,10.51225124780036,63,4,4
