metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.8000249192488753,52,0,0
rmse,0,0.7074712161223489,51,0,1
rmse,0,0.821334168406154,51,0,2
rmse,0,0.8388511840550978,51,0,3
rmse,0,0.7319351417974768,51,0,4
rmse,0,0.755827474842076,52,1,0
rmse,0,0.8331077434499914,51,1,1
rmse,0,0.8754587564982397,51,1,2
rmse,0,0.5099043563211352,51,1,3
rmse,0,0.8779790953593262,51,1,4
rmse,0,1.0897460440612743,52,2,0
rmse,0,0.8532773190801088,51,2,1
rmse,0,0.816320092625659,51,2,2
rmse,0,0.7983918118586801,51,2,3
rmse,0,0.5099216837040139,51,2,4
rmse,0,0.6513502230838668,52,3,0
rmse,0,0.6192798834994083,51,3,1
rmse,0,0.7975770497151623,51,3,2
rmse,0,0.7834007792045521,51,3,3
rmse,0,0.8914850164036471,51,3,4
rmse,0,0.8027642328647118,52,4,0
rmse,0,0.7270148658362535,51,4,1
rmse,0,0.903241506922062,51,4,2
rmse,0,0.724953995414552,51,4,3
rmse,0,0.8334239591110957,51,4,4
