metric,no_targets_columns,value,n_samples,seed,split
rmse,0,0.3597223135904235,52,0,0
rmse,0,0.3621990739517005,51,0,1
rmse,0,0.5485264487207622,51,0,2
rmse,0,0.6064235063346627,51,0,3
rmse,0,0.5201116906883326,51,0,4
rmse,0,0.44561232085281327,52,1,0
rmse,0,0.5366725024378696,51,1,1
rmse,0,0.44475042387195063,51,1,2
rmse,0,0.32820799749214863,51,1,3
rmse,0,0.6434499142418938,51,1,4
rmse,0,0.6222569907530351,52,2,0
rmse,0,0.5263503157670654,51,2,1
rmse,0,0.40596481841151305,51,2,2
rmse,0,0.4140816153164532,51,2,3
rmse,0,0.3818577798866948,51,2,4
rmse,0,0.366659594035,52,3,0
rmse,0,0.3184547056445932,51,3,1
rmse,0,0.5491160153885276,51,3,2
rmse,0,0.4561510388220945,51,3,3
rmse,0,0.6390061091131508,51,3,4
rmse,0,0.5438157644253612,52,4,0
rmse,0,0.4696821028167264,51,4,1
rmse,0,0.6134413320605995,51,4,2
rmse,0,0.3339408846041306,51,4,3
rmse,0,0.5621418959454092,51,4,4
