metric,no_targets_columns,value,n_samples,seed,split
rmse,0,12.7388059654802,64,0,0
rmse,0,12.193898196936038,64,0,1
rmse,0,12.30406232099903,64,0,2
rmse,0,14.415503556050023,63,0,3
rmse,0,13.077760978970254,63,0,4
rmse,0,13.42065421476496,64,1,0
rmse,0,19.02085052721629,64,1,1
rmse,0,11.649649219442813,64,1,2
rmse,0,16.28655958928589,63,1,3
rmse,0,11.987719770200268,63,1,4
rmse,0,22.224351522756564,64,2,0
rmse,0,11.441382828066214,64,2,1
rmse,0,16.300619660438297,64,2,2
rmse,0,13.323109257242795,63,2,3
rmse,0,14.70845182448403,63,2,4
rmse,0,13.528859486287523,64,3,0
rmse,0,9.946298259671433,64,3,1
rmse,0,14.221782803474778,64,3,2
rmse,0,11.426106293953795,63,3,3
rmse,0,15.41459838893081,63,3,4
rmse,0,11.185472443197714,64,4,0
rmse,0,15.691853605123594,64,4,1
rmse,0,15.500608540474502,64,4,2
rmse,0,13.117499100346949,63,4,3
rmse,0,17.466060729810778,63,4,4
