metric,no_targets_columns,value,n_samples,seed,split
rmse,0,10.847633381071867,64,0,0
rmse,0,13.896764559058115,64,0,1
rmse,0,9.447104499574772,64,0,2
rmse,0,10.847180759640851,63,0,3
rmse,0,10.638433776060491,63,0,4
rmse,0,10.427185179571042,64,1,0
rmse,0,12.460501799756546,64,1,1
rmse,0,13.048047627992798,64,1,2
rmse,0,16.687314990585772,63,1,3
rmse,0,10.728079543717206,63,1,4
rmse,0,19.673844829928314,64,2,0
rmse,0,11.65045593674201,64,2,1
rmse,0,9.958616807425491,64,2,2
rmse,0,10.149754858455141,63,2,3
rmse,0,18.66454346628571,63,2,4
rmse,0,11.722518318275196,64,3,0
rmse,0,15.127576045567384,64,3,1
rmse,0,11.224717921350276,64,3,2
rmse,0,11.221748041218374,63,3,3
rmse,0,13.053889545408413,63,3,4
rmse,0,12.419558687759332,64,4,0
rmse,0,16.77861540027467,64,4,1
rmse,0,10.385585642869469,64,4,2
rmse,0,8.972390447712067,63,4,3
rmse,0,12.054054872649154,63,4,4
